//NAME,FILENAME,U,V,WIDTH,HEIGHT,FLAGS
////////////////////////////////////////////////////,,,,,,
// buttons for veteran/elite upgrades,,,,,,
icon_tech_upHeavyArtillery12,icon_unit_M12KingKong.tga,0,0,60,60,0
icon_tech_upHeavyArtillery12_r,icon_unit_M12KingKong.tga,0,0,60,60,0
icon_tech_upHeavyArtillery12_p,icon_unit_M12KingKong.tga,0,0,60,60,0
icon_tech_upHeavyArtillery12_rp,icon_unit_M12KingKong.tga,0,0,60,60,0
icon_tech_upHeavyArtillery13,icon_unit_howitzer13.tga,0,0,60,60,0
icon_tech_upHeavyArtillery13_r,icon_unit_howitzer13.tga,0,0,60,60,0
icon_tech_upHeavyArtillery13_p,icon_unit_howitzer13.tga,0,0,60,60,0
icon_tech_upHeavyArtillery13_rp,icon_unit_howitzer13.tga,0,0,60,60,0
icon_tech_upHeavyArtillery14,icon_unit_M109A6.tga,0,0,60,60,0
icon_tech_upHeavyArtillery14_r,icon_unit_M109A6.tga,0,0,60,60,0
icon_tech_upHeavyArtillery14_p,icon_unit_M109A6.tga,0,0,60,60,0
icon_tech_upHeavyArtillery14_rp,icon_unit_M109A6.tga,0,0,60,60,0
icon_tech_upHeavyArtillery15,icon_unit_ArmorySiegeTank.tga,0,0,60,60,0
icon_tech_upHeavyArtillery15_r,icon_unit_ArmorySiegeTank.tga,0,0,60,60,0
icon_tech_upHeavyArtillery15_p,icon_unit_ArmorySiegeTank.tga,0,0,60,60,0
icon_tech_upHeavyArtillery15_rp,icon_unit_ArmorySiegeTank.tga,0,0,60,60,0

icon_tech_upfighter11,icon_unit_BiPlane.tga,0,0,60,60,0
icon_tech_upfighter11_r,icon_unit_BiPlane.tga,0,0,60,60,0
icon_tech_upfighter11_p,icon_unit_BiPlane.tga,0,0,60,60,0
icon_tech_upfighter11_rp,icon_unit_BiPlane.tga,0,0,60,60,0
icon_tech_upfighter12,icon_unit_Interceptor.tga,0,0,60,60,0
icon_tech_upfighter12_r,icon_unit_Interceptor.tga,0,0,60,60,0
icon_tech_upfighter12_p,icon_unit_Interceptor.tga,0,0,60,60,0
icon_tech_upfighter12_rp,icon_unit_Interceptor.tga,0,0,60,60,0
icon_tech_upfighter13,icon_unit_F86A.tga,0,0,60,60,0
icon_tech_upfighter13_r,icon_unit_F86A.tga,0,0,60,60,0
icon_tech_upfighter13_p,icon_unit_F86A.tga,0,0,60,60,0
icon_tech_upfighter13_rp,icon_unit_F86A.tga,0,0,60,60,0
icon_tech_upfighter14,icon_unit_J10B.tga,0,0,60,60,0
icon_tech_upfighter14_r,icon_unit_J10B.tga,0,0,60,60,0
icon_tech_upfighter14_p,icon_unit_J10B.tga,0,0,60,60,0
icon_tech_upfighter14_rp,icon_unit_J10B.tga,0,0,60,60,0
icon_tech_upfighter15,icon_unit_AtmosFighter.tga,0,0,60,60,0
icon_tech_upfighter15_r,icon_unit_AtmosFighter.tga,0,0,60,60,0
icon_tech_upfighter15_p,icon_unit_AtmosFighter.tga,0,0,60,60,0
icon_tech_upfighter15_rp,icon_unit_AtmosFighter.tga,0,0,60,60,0

icon_tech_upfighterbomber12,icon_unit_DiveBomber.tga,0,0,60,60,0
icon_tech_upfighterbomber12_r,icon_unit_DiveBomber.tga,0,0,60,60,0
icon_tech_upfighterbomber12_p,icon_unit_DiveBomber.tga,0,0,60,60,0
icon_tech_upfighterbomber12_rp,icon_unit_DiveBomber.tga,0,0,60,60,0
icon_tech_upfighterbomber13,icon_unit_F3H.tga,0,0,60,60,0
icon_tech_upfighterbomber13_r,icon_unit_F3H.tga,0,0,60,60,0
icon_tech_upfighterbomber13_p,icon_unit_F3H.tga,0,0,60,60,0
icon_tech_upfighterbomber13_rp,icon_unit_F3H.tga,0,0,60,60,0
icon_tech_upfighterbomber14,icon_unit_A10.tga,0,0,60,60,0
icon_tech_upfighterbomber14_r,icon_unit_A10.tga,0,0,60,60,0
icon_tech_upfighterbomber14_p,icon_unit_A10.tga,0,0,60,60,0
icon_tech_upfighterbomber14_rp,icon_unit_A10.tga,0,0,60,60,0
icon_tech_upfighterbomber15,icon_unit_SmartPlane.tga,0,0,60,60,0
icon_tech_upfighterbomber15_r,icon_unit_SmartPlane.tga,0,0,60,60,0
icon_tech_upfighterbomber15_p,icon_unit_SmartPlane.tga,0,0,60,60,0
icon_tech_upfighterbomber15_rp,icon_unit_SmartPlane.tga,0,0,60,60,0

icon_tech_upJ1613,icon_tech_UpUniqueUnit.tga,0,0,60,60,0
icon_tech_upJ1613_r,icon_tech_UpUniqueUnit.tga,0,0,60,60,0
icon_tech_upJ1613_p,icon_tech_UpUniqueUnit.tga,0,0,60,60,0
icon_tech_upJ1613_rp,icon_tech_UpUniqueUnit.tga,0,0,60,60,0
icon_tech_upJ1614,icon_unit_f15.tga,0,0,60,60,0
icon_tech_upJ1614_r,icon_unit_f15.tga,0,0,60,60,0
icon_tech_upJ1614_p,icon_unit_f15.tga,0,0,60,60,0
icon_tech_upJ1614_rp,icon_unit_f15.tga,0,0,60,60,0
icon_tech_upJ1615,icon_unit_Aquila.tga,0,0,60,60,0
icon_tech_upJ1615_r,icon_unit_Aquila.tga,0,0,60,60,0
icon_tech_upJ1615_p,icon_unit_Aquila.tga,0,0,60,60,0
icon_tech_upJ1615_rp,icon_unit_Aquila.tga,0,0,60,60,0

icon_tech_upHelicopter13,icon_tech_upHelicopter13.tga,0,0,60,60,0
icon_tech_upHelicopter13_r,icon_tech_upHelicopter13.tga,0,0,60,60,0
icon_tech_upHelicopter13_p,icon_tech_upHelicopter13.tga,0,0,60,60,0
icon_tech_upHelicopter13_rp,icon_tech_upHelicopter13.tga,0,0,60,60,0
icon_tech_upHelicopter14,icon_unit_BoeingAH_64Apache.tga,0,0,60,60,0
icon_tech_upHelicopter14_r,icon_unit_BoeingAH_64Apache.tga,0,0,60,60,0
icon_tech_upHelicopter14_p,icon_unit_BoeingAH_64Apache.tga,0,0,60,60,0
icon_tech_upHelicopter14_rp,icon_unit_BoeingAH_64Apache.tga,0,0,60,60,0
icon_tech_upHelicopter15,icon_unit_heavyMissleHelocopter.tga,0,0,60,60,0
icon_tech_upHelicopter15_r,icon_unit_heavyMissleHelocopter.tga,0,0,60,60,0
icon_tech_upHelicopter15_p,icon_unit_heavyMissleHelocopter.tga,0,0,60,60,0
icon_tech_upHelicopter15_rp,icon_unit_heavyMissleHelocopter.tga,0,0,60,60,0

icon_tech_upMisslo12,icon_unit_v2.tga,0,0,60,60,0
icon_tech_upMisslo12_r,icon_unit_v2.tga,0,0,60,60,0
icon_tech_upMisslo12_p,icon_unit_v2.tga,0,0,60,60,0
icon_tech_upMisslo12_rp,icon_unit_v2.tga,0,0,60,60,0

icon_tech_upMisslo14,icon_unit_ICBM.tga,0,0,60,60,0
icon_tech_upMisslo14_r,icon_unit_ICBM.tga,0,0,60,60,0
icon_tech_upMisslo14_p,icon_unit_ICBM.tga,0,0,60,60,0
icon_tech_upMisslo14_rp,icon_unit_ICBM.tga,0,0,60,60,0

icon_tech_upnuclear,icon_nuclearFallout2.tga,0,0,60,60,0
icon_tech_upnuclear_r,icon_nuclearFallout2.tga,0,0,60,60,0
icon_tech_upnuclear_p,icon_nuclearFallout2.tga,0,0,60,60,0
icon_tech_upnuclear_rp,icon_nuclearFallout2.tga,0,0,60,60,0

icon_tech_upStealthPlane14,icon_unit_J20.tga,0,0,60,60,0
icon_tech_upStealthPlane14_r,icon_unit_J20.tga,0,0,60,60,0
icon_tech_upStealthPlane14_p,icon_unit_J20.tga,0,0,60,60,0
icon_tech_upStealthPlane14_rp,icon_unit_J20.tga,0,0,60,60,0

icon_tech_upbomber12,icon_unit_quadengine.tga,0,0,60,60,0
icon_tech_upbomber12_r,icon_unit_quadengine.tga,0,0,60,60,0
icon_tech_upbomber12_p,icon_unit_quadengine.tga,0,0,60,60,0
icon_tech_upbomber12_rp,icon_unit_quadengine.tga,0,0,60,60,0
icon_tech_upbomber13,icon_unit_jetenginebomber.tga,0,0,60,60,0
icon_tech_upbomber13_r,icon_unit_jetenginebomber.tga,0,0,60,60,0
icon_tech_upbomber13_p,icon_unit_jetenginebomber.tga,0,0,60,60,0
icon_tech_upbomber13_rp,icon_unit_jetenginebomber.tga,0,0,60,60,0
icon_tech_upbomber14,icon_unit_F111C.tga,0,0,60,60,0
icon_tech_upbomber14_r,icon_unit_F111C.tga,0,0,60,60,0
icon_tech_upbomber14_p,icon_unit_F111C.tga,0,0,60,60,0
icon_tech_upbomber14_rp,icon_unit_F111C.tga,0,0,60,60,0
icon_tech_upbomber15,icon_unit_orbitalbomber.tga,0,0,60,60,0
icon_tech_upbomber15_r,icon_unit_orbitalbomber.tga,0,0,60,60,0
icon_tech_upbomber15_p,icon_unit_orbitalbomber.tga,0,0,60,60,0
icon_tech_upbomber15_rp,icon_unit_orbitalbomber.tga,0,0,60,60,0

icon_tech_upFregatten11,icon_unit_novik.tga,0,0,60,60,0
icon_tech_upFregatten11_r,icon_unit_novik.tga,0,0,60,60,0
icon_tech_upFregatten11_p,icon_unit_novik.tga,0,0,60,60,0
icon_tech_upFregatten11_rp,icon_unit_novik.tga,0,0,60,60,0
icon_tech_upFregatten12,icon_unit_oni2.tga,0,0,60,60,0
icon_tech_upFregatten12_r,icon_unit_oni2.tga,0,0,60,60,0
icon_tech_upFregatten12_p,icon_unit_oni2.tga,0,0,60,60,0
icon_tech_upFregatten12_rp,icon_unit_oni2.tga,0,0,60,60,0
icon_tech_upFregatten13,icon_unit_Destroyer051B.tga,0,0,60,60,0
icon_tech_upFregatten13_r,icon_unit_Destroyer051B.tga,0,0,60,60,0
icon_tech_upFregatten13_p,icon_unit_Destroyer051B.tga,0,0,60,60,0
icon_tech_upFregatten13_rp,icon_unit_Destroyer051B.tga,0,0,60,60,0
icon_tech_upFregatten14,icon_unit_054A.tga,0,0,60,60,0
icon_tech_upFregatten14_r,icon_unit_054A.tga,0,0,60,60,0
icon_tech_upFregatten14_p,icon_unit_054A.tga,0,0,60,60,0
icon_tech_upFregatten14_rp,icon_unit_054A.tga,0,0,60,60,0
icon_tech_upFregatten15,icon_unit_PatrolBoat.tga,0,0,60,60,0
icon_tech_upFregatten15_r,icon_unit_PatrolBoat.tga,0,0,60,60,0
icon_tech_upFregatten15_p,icon_unit_PatrolBoat.tga,0,0,60,60,0
icon_tech_upFregatten15_rp,icon_unit_PatrolBoat.tga,0,0,60,60,0

icon_tech_upDestroyer12,iWickesClass.tga,0,0,60,60,0
icon_tech_upDestroyer12_r,iWickesClass.tga,0,0,60,60,0
icon_tech_upDestroyer12_p,iWickesClass.tga,0,0,60,60,0
icon_tech_upDestroyer12_rp,iWickesClass.tga,0,0,60,60,0
icon_tech_upDestroyer13,icon_unit_arley.tga,0,0,60,60,0
icon_tech_upDestroyer13_r,icon_unit_arley.tga,0,0,60,60,0
icon_tech_upDestroyer13_p,icon_unit_arley.tga,0,0,60,60,0
icon_tech_upDestroyer13_rp,icon_unit_arley.tga,0,0,60,60,0
icon_tech_upDestroyer14,icon_unit_DDG123.tga,0,0,60,60,0
icon_tech_upDestroyer14_r,icon_unit_DDG123.tga,0,0,60,60,0
icon_tech_upDestroyer14_p,icon_unit_DDG123.tga,0,0,60,60,0
icon_tech_upDestroyer14_rp,icon_unit_DDG123.tga,0,0,60,60,0
icon_tech_upDestroyer15,icon_unit_CruiserClassII.tga,0,0,60,60,0
icon_tech_upDestroyer15_r,icon_unit_CruiserClassII.tga,0,0,60,60,0
icon_tech_upDestroyer15_p,icon_unit_CruiserClassII.tga,0,0,60,60,0
icon_tech_upDestroyer15_rp,icon_unit_CruiserClassII.tga,0,0,60,60,0

icon_tech_upBattleship12,isouthdakota.tga,0,0,60,60,0
icon_tech_upBattleship12_r,isouthdakota.tga,0,0,60,60,0
icon_tech_upBattleship12_p,isouthdakota.tga,0,0,60,60,0
icon_tech_upBattleship12_rp,isouthdakota.tga,0,0,60,60,0
icon_tech_upBattleship13,icon_unit_Ticonderoga.tga,0,0,60,60,0
icon_tech_upBattleship13_r,icon_unit_Ticonderoga.tga,0,0,60,60,0
icon_tech_upBattleship13_p,icon_unit_Ticonderoga.tga,0,0,60,60,0
icon_tech_upBattleship13_rp,icon_unit_Ticonderoga.tga,0,0,60,60,0
icon_tech_upBattleship14,icon_unit_TiconderogaCruiser14.tga,0,0,60,60,0
icon_tech_upBattleship14_r,icon_unit_TiconderogaCruiser14.tga,0,0,60,60,0
icon_tech_upBattleship14_p,icon_unit_TiconderogaCruiser14.tga,0,0,60,60,0
icon_tech_upBattleship14_rp,icon_unit_TiconderogaCruiser14.tga,0,0,60,60,0
icon_tech_upBattleship15,icon_unit_DestroyerClassIII.tga,0,0,60,60,0
icon_tech_upBattleship15_r,icon_unit_DestroyerClassIII.tga,0,0,60,60,0
icon_tech_upBattleship15_p,icon_unit_DestroyerClassIII.tga,0,0,60,60,0
icon_tech_upBattleship15_rp,icon_unit_DestroyerClassIII.tga,0,0,60,60,0

// veteran upgrade,,,,,,
icon_tech_upgrade_veteran,icon_upgrade_veteran_stone.tga,0,0,77,60,0
icon_tech_upgrade_veteran_r,icon_upgrade_veteran_rollover_stone.tga,0,0,77,60,0
icon_tech_upgrade_veteran_p,icon_upgrade_veteran_pressed_stone.tga,0,0,77,60,0
icon_tech_upgrade_veteran_rp,icon_upgrade_veteran_pressed_stone.tga,0,0,77,60,0
icon_tech_upgrade_veteran_e2,icon_upgrade_veteran_parch.tga,0,0,77,60,0
icon_tech_upgrade_veteran_r_e2,icon_upgrade_veteran_rollover_parch.tga,0,0,77,60,0
icon_tech_upgrade_veteran_p_e2,icon_upgrade_veteran_pressed_parch.tga,0,0,77,60,0
icon_tech_upgrade_veteran_rp_e2,icon_upgrade_veteran_pressed_parch.tga,0,0,77,60,0
icon_tech_upgrade_veteran_e3,icon_upgrade_veteran_metal.tga,0,0,77,60,0
icon_tech_upgrade_veteran_r_e3,icon_upgrade_veteran_rollover_metal.tga,0,0,77,60,0
icon_tech_upgrade_veteran_p_e3,icon_upgrade_veteran_pressed_metal.tga,0,0,77,60,0
icon_tech_upgrade_veteran_rp_e3,icon_upgrade_veteran_pressed_metal.tga,0,0,77,60,0

// veteran upgrade complete,,,,,,
icon_tech_upgrade_veteran_c,icon_upgrade_elite_stone.tga,0,0,77,60,0
icon_tech_upgrade_veteran_c_e2,icon_upgrade_elite_parch.tga,0,0,77,60,0
icon_tech_upgrade_veteran_c_e3,icon_upgrade_elite_metal.tga,0,0,77,60,0

// elite upgrade,,,,,,
icon_tech_upgrade_elite,icon_upgrade_elite_stone.tga,0,0,77,60,0
icon_tech_upgrade_elite_r,icon_upgrade_elite_rollover_stone.tga,0,0,77,60,0
icon_tech_upgrade_elite_p,icon_upgrade_elite_pressed_stone.tga,0,0,77,60,0
icon_tech_upgrade_elite_rp,icon_upgrade_elite_pressed_stone.tga,0,0,77,60,0
icon_tech_upgrade_elite_e2,icon_upgrade_elite_parch.tga,0,0,77,60,0
icon_tech_upgrade_elite_r_e2,icon_upgrade_elite_rollover_parch.tga,0,0,77,60,0
icon_tech_upgrade_elite_p_e2,icon_upgrade_elite_pressed_parch.tga,0,0,77,60,0
icon_tech_upgrade_elite_rp_e2,icon_upgrade_elite_pressed_parch.tga,0,0,77,60,0
icon_tech_upgrade_elite_e3,icon_upgrade_elite_metal.tga,0,0,77,60,0
icon_tech_upgrade_elite_r_e3,icon_upgrade_elite_rollover_metal.tga,0,0,77,60,0
icon_tech_upgrade_elite_p_e3,icon_upgrade_elite_pressed_metal.tga,0,0,77,60,0
icon_tech_upgrade_elite_rp_e3,icon_upgrade_elite_pressed_metal.tga,0,0,77,60,0

// elite upgrade complete,,,,,,
icon_tech_upgrade_elite_c,icon_upgrade_elite_complete_stone.tga,0,0,77,60,0
icon_tech_upgrade_elite_c_e2,icon_upgrade_elite_complete_parch.tga,0,0,77,60,0
icon_tech_upgrade_elite_c_e3,icon_upgrade_elite_complete_metal.tga,0,0,77,60,0



/////////////////////////////////////////////////////,,,,,,
// per-epoch tech icons,,,,,,

// epoch 1,,,,,,
icon_tech_e1_military1,tt_e1_military1.tga,0,0,77,47,0
icon_tech_e1_military1_res,tt_e1_military1_researched.tga,0,0,77,47,0
icon_tech_e1_military2,tt_e1_military2.tga,0,0,77,47,0
icon_tech_e1_military2_res,tt_e1_military2_researched.tga,0,0,77,47,0
icon_tech_e1_military3,tt_e1_military3.tga,0,0,77,47,0
icon_tech_e1_military3_res,tt_e1_military3_researched.tga,0,0,77,47,0
icon_tech_e1_military4,tt_e1_military4.tga,0,0,77,47,0
icon_tech_e1_military4_res,tt_e1_military4_researched.tga,0,0,77,47,0
icon_tech_e1_economic1,tt_e1_economic1.tga,0,0,77,47,0
icon_tech_e1_economic1_res,tt_e1_economic1_researched.tga,0,0,77,47,0
icon_tech_e1_economic2,tt_e1_economic2.tga,0,0,77,47,0
icon_tech_e1_economic2_res,tt_e1_economic2_researched.tga,0,0,77,47,0
icon_tech_e1_economic3,tt_e1_economic3.tga,0,0,77,47,0
icon_tech_e1_economic3_res,tt_e1_economic3_researched.tga,0,0,77,47,0
icon_tech_e1_economic4,tt_e1_economic4.tga,0,0,77,47,0
icon_tech_e1_economic4_res,tt_e1_economic4_researched.tga,0,0,77,47,0
icon_tech_e1_imperial1,tt_e1_imperial1.tga,0,0,77,47,0
icon_tech_e1_imperial1_res,tt_e1_imperial1_researched.tga,0,0,77,47,0
icon_tech_e1_imperial2,tt_e1_imperial2.tga,0,0,77,47,0
icon_tech_e1_imperial2_res,tt_e1_imperial2_researched.tga,0,0,77,47,0
icon_tech_e1_imperial3,tt_e1_imperial3.tga,0,0,77,47,0
icon_tech_e1_imperial3_res,tt_e1_imperial3_researched.tga,0,0,77,47,0
icon_tech_e1_imperial4,tt_e1_imperial4.tga,0,0,77,47,0
icon_tech_e1_imperial4_res,tt_e1_imperial4_researched.tga,0,0,77,47,0

// epoch 2,,,,,,
icon_tech_e2_military1,tt_e2_military1.tga,0,0,77,47,0
icon_tech_e2_military1_res,tt_e2_military1_researched.tga,0,0,77,47,0
icon_tech_e2_military2,tt_e2_military2.tga,0,0,77,47,0
icon_tech_e2_military2_res,tt_e2_military2_researched.tga,0,0,77,47,0
icon_tech_e2_military3,tt_e2_military3.tga,0,0,77,47,0
icon_tech_e2_military3_res,tt_e2_military3_researched.tga,0,0,77,47,0
icon_tech_e2_military4,tt_e2_military4.tga,0,0,77,47,0
icon_tech_e2_military4_res,tt_e2_military4_researched.tga,0,0,77,47,0
icon_tech_e2_economic1,tt_e2_economic1.tga,0,0,77,47,0
icon_tech_e2_economic1_res,tt_e2_economic1_researched.tga,0,0,77,47,0
icon_tech_e2_economic2,tt_e2_economic2.tga,0,0,77,47,0
icon_tech_e2_economic2_res,tt_e2_economic2_researched.tga,0,0,77,47,0
icon_tech_e2_economic3,tt_e2_economic3.tga,0,0,77,47,0
icon_tech_e2_economic3_res,tt_e2_economic3_researched.tga,0,0,77,47,0
icon_tech_e2_economic4,tt_e2_economic4.tga,0,0,77,47,0
icon_tech_e2_economic4_res,tt_e2_economic4_researched.tga,0,0,77,47,0
icon_tech_e2_imperial1,tt_e2_imperial1.tga,0,0,77,47,0
icon_tech_e2_imperial1_res,tt_e2_imperial1_researched.tga,0,0,77,47,0
icon_tech_e2_imperial2,tt_e2_imperial2.tga,0,0,77,47,0
icon_tech_e2_imperial2_res,tt_e2_imperial2_researched.tga,0,0,77,47,0
icon_tech_e2_imperial3,tt_e2_imperial3.tga,0,0,77,47,0
icon_tech_e2_imperial3_res,tt_e2_imperial3_researched.tga,0,0,77,47,0
icon_tech_e2_imperial4,tt_e2_imperial4.tga,0,0,77,47,0
icon_tech_e2_imperial4_res,tt_e2_imperial4_researched.tga,0,0,77,47,0

// epoch 3,,,,,,
icon_tech_e3_military1,tt_e3_military1.tga,0,0,77,47,0
icon_tech_e3_military1_res,tt_e3_military1_researched.tga,0,0,77,47,0
icon_tech_e3_military2,tt_e3_military2.tga,0,0,77,47,0
icon_tech_e3_military2_res,tt_e3_military2_researched.tga,0,0,77,47,0
icon_tech_e3_military3,tt_e3_military3.tga,0,0,77,47,0
icon_tech_e3_military3_res,tt_e3_military3_researched.tga,0,0,77,47,0
icon_tech_e3_military4,tt_e3_military4.tga,0,0,77,47,0
icon_tech_e3_military4_res,tt_e3_military4_researched.tga,0,0,77,47,0
icon_tech_e3_economic1,tt_e3_economic1.tga,0,0,77,47,0
icon_tech_e3_economic1_res,tt_e3_economic1_researched.tga,0,0,77,47,0
