//NAME,FILENAME,U,V,WIDTH,HEIGHT,FLAGS
spr_game_butgrid_linehoriz,ui_ingame_gridline_horiz_stone.tga,0,0,317,3,0
spr_game_butgrid_linevert,ui_ingame_gridline_vert_stone.tga,0,0,3,247,0
spr_game_butgrid_shadow,ui_blackpixel_halfalpha.tga,0,0,1,1,0
spr_game_butgrid_linehoriz_e2,ui_empty.tga,0,0,1,1,0
spr_game_butgrid_linevert_e2,ui_empty.tga,0,0,1,1,0
spr_game_butgrid_shadow_e2,ui_empty.tga,0,0,1,1,0
spr_game_butgrid_linehoriz_e3,ui_ingame_gridline_horiz_metal.tga,0,0,317,3,0
spr_game_butgrid_linevert_e3,ui_ingame_gridline_vert_metal.tga,0,0,3,247,0
spr_game_butgrid_shadow_e3,ui_blackpixel_halfalpha.tga,0,0,1,1,0

// tech/crown grid stuff (with meta-epoch variants),,,,,,
spr_game_techgrid_shadow,ui_blackpixel_halfalpha.tga,0,0,1,1,0
spr_game_techgrid_linehoriz,ui_ingame_gridline_horiz_stone.tga,0,0,317,3,0
spr_game_techgrid_linevert,ui_ingame_gridline_vert_stone.tga,0,0,3,247,0
spr_game_techgrid_techhdr,ui_ingame_gridheader_techtree_stone.tga,0,0,315,36,0
spr_game_techgrid_linehoriz_e2,ui_ingame_gridline_horiz_parch.tga,0,0,317,3,0
spr_game_techgrid_linevert_e2,ui_ingame_gridline_vert_parch.tga,0,0,3,247,0
spr_game_techgrid_techhdr_e2,ui_ingame_gridheader_techtree_parch.tga,0,0,315,36,0
spr_game_techgrid_linehoriz_e3,ui_ingame_gridline_horiz_metal.tga,0,0,317,3,0
spr_game_techgrid_linevert_e3,ui_ingame_gridline_vert_metal.tga,0,0,3,247,0
spr_game_techgrid_techhdr_e3,ui_ingame_gridheader_techtree_metal.tga,0,0,315,36,0
spr_game_crowngrid_linevert,ui_ingame_gridline_vert_stone.tga,0,0,3,20,0
spr_game_crowngrid_linevert_e2,ui_ingame_gridline_vert_parch.tga,0,0,3,20,0
spr_game_crowngrid_linevert_e3,ui_ingame_gridline_vert_metal.tga,0,0,3,20,0



// --------------------------------------,,,,,,
// CLOCK AND CALENDAR,,,,,,

// clock,,,,,,
spr_game_clock_bkg,ui_ingame_bottom_clock_panel_stone.tga,0,0,121,32,0
spr_game_clock_bkg_e2,ui_ingame_bottom_clock_panel_parch.tga,0,0,121,32,0
spr_game_clock_bkg_e3,ui_ingame_bottom_clock_panel_metal.tga,0,0,121,32,0

// calendar,,,,,,
spr_game_calendar_bkg,ui_ingame_calendar_stone.tga,0,0,150,32,0
spr_game_calendar_bkg_e2,ui_ingame_calendar_parch.tga,0,0,150,32,0
spr_game_calendar_bkg_e3,ui_ingame_calendar_metal.tga,0,0,150,32,0
spr_game_calendar_progress,ui_whitepixel.tga,0,0,1,1,0
spr_game_calendar_progress_emp,ui_empty.tga,0,0,1,1,0



// -------------------------------------------------------,,,,,,
// UNIT INFO AREA (in dashboard),,,,,,

// @HACK info background just for flashing,,,,,,
spr_game_unitinfo_bkg,ui_unitinfo_bkg_stone.tga,0,0,390,256,0
spr_game_unitinfo_bkg_e2,ui_unitinfo_bkg_parch.tga,0,0,390,256,0
spr_game_unitinfo_bkg_e3,ui_unitinfo_bkg_metal.tga,0,0,390,256,0

// meter backgrounds,,,,,,
spr_game_unitinfo_health_bkg,ui_unitinfo_meter_health_bkg_stone.tga,0,0,306,25,0
spr_game_unitinfo_health_bkg_e2,ui_unitinfo_meter_health_bkg_parch.tga,0,0,306,25,0
spr_game_unitinfo_health_bkg_e3,ui_unitinfo_meter_health_bkg_metal.tga,0,0,306,25,0
spr_game_unitinfo_meter1_bkg,ui_unitinfo_meter1_bkg_stone.tga,0,0,203,22,0
spr_game_unitinfo_meter1_bkg_e2,ui_unitinfo_meter1_bkg_parch.tga,0,0,203,22,0
spr_game_unitinfo_meter1_bkg_e3,ui_unitinfo_meter1_bkg_metal.tga,0,0,203,22,0
spr_game_unitinfo_meter2_bkg,ui_unitinfo_meter2_bkg_stone.tga,0,0,203,22,0
spr_game_unitinfo_meter2_bkg_e2,ui_unitinfo_meter2_bkg_parch.tga,0,0,203,22,0
spr_game_unitinfo_meter2_bkg_e3,ui_unitinfo_meter2_bkg_metal.tga,0,0,203,22,0
spr_game_unitinfo_meter3_bkg,ui_unitinfo_meter3_bkg_stone.tga,0,0,203,22,0
spr_game_unitinfo_meter3_bkg_e2,ui_unitinfo_meter3_bkg_parch.tga,0,0,203,22,0
spr_game_unitinfo_meter3_bkg_e3,ui_unitinfo_meter3_bkg_metal.tga,0,0,203,22,0

// meters,,,,,,
spr_game_unitinfo_meter_health,ui_unitinfo_meter_health.tga,0,0,302,20,0
spr_game_unitinfo_meter_health2,ui_empty.tga,0,0,1,1,0
spr_game_unitinfo_meter_other,ui_unitinfo_meter_other.tga,0,0,199,16,0
spr_game_unitinfo_meter_other2,ui_empty.tga,0,0,1,1,0
spr_game_progress_simple,ui_whitepixel.tga,0,0,1,1,0
spr_game_progress_simple_empty,ui_blackpixel_quarteralpha.tga,0,0,1,1,0

// bonus trays,,,,,,
spr_game_unitinfo_bon_ul_bkg,ui_unitinfo_bonus_ul_bkg_stone.tga,0,0,84,24,0
spr_game_unitinfo_bon_ul_bkg_e2,ui_unitinfo_bonus_ul_bkg_parch.tga,0,0,84,24,0
spr_game_unitinfo_bon_ul_bkg_e3,ui_unitinfo_bonus_ul_bkg_metal.tga,0,0,84,24,0
spr_game_unitinfo_bon_ur_bkg,ui_unitinfo_bonus_ur_bkg_stone.tga,0,0,84,24,0
spr_game_unitinfo_bon_ur_bkg_e2,ui_unitinfo_bonus_ur_bkg_parch.tga,0,0,84,24,0
spr_game_unitinfo_bon_ur_bkg_e3,ui_unitinfo_bonus_ur_bkg_metal.tga,0,0,84,24,0
spr_game_unitinfo_bon_ll_bkg,ui_unitinfo_bonus_ll_bkg_stone.tga,0,0,84,24,0
spr_game_unitinfo_bon_ll_bkg_e2,ui_unitinfo_bonus_ll_bkg_parch.tga,0,0,84,24,0
spr_game_unitinfo_bon_ll_bkg_e3,ui_unitinfo_bonus_ll_bkg_metal.tga,0,0,84,24,0
spr_game_unitinfo_bon_lr_bkg,ui_unitinfo_bonus_lr_bkg_stone.tga,0,0,84,24,0
spr_game_unitinfo_bon_lr_bkg_e2,ui_unitinfo_bonus_lr_bkg_parch.tga,0,0,84,24,0
spr_game_unitinfo_bon_lr_bkg_e3,ui_unitinfo_bonus_lr_bkg_metal.tga,0,0,84,24,0

// infinity symbol,,,,,,
spr_game_unitinfo_infinity,icon_unitinfo_infinity_white.tga,0,0,32,20,0
spr_game_unitinfo_infinity_e2,icon_unitinfo_infinity_black.tga,0,0,32,20,0
spr_game_unitinfo_infinity_e3,icon_unitinfo_infinity_white.tga,0,0,32,20,0

// unitinfo icons,,,,,,
spr_game_unitinfo_icon_ammo,icon_unitinfo_ammo.tga,0,0,32,32,0
spr_game_unitinfo_icon_attack,icon_unitinfo_attack.tga,0,0,32,32,0
spr_game_unitinfo_icon_captRes,icon_unitinfo_capture_resist.tga,0,0,32,32,0
spr_game_unitinfo_icon_fervor,icon_unitinfo_fervor.tga,0,0,32,32,0
spr_game_unitinfo_icon_morale,icon_unitinfo_morale.tga,0,0,32,32,0
spr_game_unitinfo_icon_range,icon_unitinfo_range.tga,0,0,32,32,0
spr_game_unitinfo_icon_resDrop,icon_unitinfo_resource_dropoff.tga,0,0,32,32,0
spr_game_unitinfo_icon_speed,icon_unitinfo_speed.tga,0,0,32,32,0
spr_game_unitinfo_icon_power,icon_unitinfo_power.tga,0,0,32,32,0
spr_game_unitinfo_icon_garrison,icon_unitinfo_garrison.tga,0,0,32,32,0
spr_game_unitinfo_icon_mission,icon_unitinfo_airplane_mission.tga,0,0,32,32,0
spr_game_unitinfo_icon_freelan,icon_unitinfo_airplane_freelance.tga,0,0,32,32,0
spr_game_unitinfo_icon_gTrade,icon_unitinfo_garrTrade.tga,0,0,32,32,0
spr_game_unitinfo_icon_sabotage,icon_unitinfo_sabotage.tga,0,0,32,32,0
spr_game_unitinfo_icon_contam,icon_unitinfo_contamination.tga,0,0,32,32,0
spr_game_unitinfo_icon_nuke,icon_unitinfo_nuclearFallout.tga,0,0,32,32,0

// ae icons tray,,,,,,
spr_game_unitinfo_status_bkg,ui_unitinfo_status_bkg_stone.tga,0,0,368,34,0
spr_game_unitinfo_status_bkg_e2,ui_unitinfo_status_bkg_parch.tga,0,0,368,34,0
spr_game_unitinfo_status_bkg_e3,ui_unitinfo_status_bkg_metal.tga,0,0,368,34,0

// garrison button,,,,,,
spr_game_unitinfo_garrison,ui_unitinfo_garrison_but_stone.tga,0,0,180,41,0
spr_game_unitinfo_garr_r,ui_unitinfo_garrison_but_rollover_stone.tga,0,0,180,41,0
spr_game_unitinfo_garr_p,ui_unitinfo_garrison_but_pressed_stone.tga,0,0,180,41,0
spr_game_unitinfo_garr_rp,ui_unitinfo_garrison_but_pressed_stone.tga,0,0,180,41,0
spr_game_unitinfo_garrison_e2,ui_unitinfo_garrison_but_parch.tga,0,0,180,41,0
spr_game_unitinfo_garr_r_e2,ui_unitinfo_garrison_but_rollover_parch.tga,0,0,180,41,0
spr_game_unitinfo_garr_p_e2,ui_unitinfo_garrison_but_pressed_parch.tga,0,0,180,41,0
spr_game_unitinfo_garr_rp_e2,ui_unitinfo_garrison_but_pressed_parch.tga,0,0,180,41,0
spr_game_unitinfo_garrison_e3,ui_unitinfo_garrison_but_metal.tga,0,0,180,41,0
spr_game_unitinfo_garr_r_e3,ui_unitinfo_garrison_but_rollover_metal.tga,0,0,180,41,0
spr_game_unitinfo_garr_p_e3,ui_unitinfo_garrison_but_pressed_metal.tga,0,0,180,41,0
spr_game_unitinfo_garr_rp_e3,ui_unitinfo_garrison_but_pressed_metal.tga,0,0,180,41,0

// back button,,,,,,
spr_game_unitinfo_back,ui_unitinfo_back_but_stone.tga,0,0,32,32,0
spr_game_unitinfo_back_r,ui_unitinfo_back_but_rollover_stone.tga,0,0,32,32,0
spr_game_unitinfo_back_p,ui_unitinfo_back_but_pressed_stone.tga,0,0,32,32,0
spr_game_unitinfo_back_rp,ui_unitinfo_back_but_pressed_stone.tga,0,0,32,32,0
spr_game_unitinfo_back_e2,ui_unitinfo_back_but_parch.tga,0,0,32,32,0
spr_game_unitinfo_back_r_e2,ui_unitinfo_back_but_rollover_parch.tga,0,0,32,32,0
spr_game_unitinfo_back_p_e2,ui_unitinfo_back_but_pressed_parch.tga,0,0,32,32,0
spr_game_unitinfo_back_rp_e2,ui_unitinfo_back_but_pressed_parch.tga,0,0,32,32,0
spr_game_unitinfo_back_e3,ui_unitinfo_back_but_metal.tga,0,0,32,32,0
spr_game_unitinfo_back_r_e3,ui_unitinfo_back_but_rollover_metal.tga,0,0,32,32,0
spr_game_unitinfo_back_p_e3,ui_unitinfo_back_but_pressed_metal.tga,0,0,32,32,0
spr_game_unitinfo_back_rp_e3,ui_unitinfo_back_but_pressed_metal.tga,0,0,32,32,0

// weather grid,,,,,,
spr_game_unitinfo_weatherbkg,ui_unitinfo_weathergrid_stone.tga,0,0,244,72,0
spr_game_unitinfo_weatherbkg_e2,ui_unitinfo_weathergrid_parch.tga,0,0,244,72,0
spr_game_unitinfo_weatherbkg_e3,ui_unitinfo_weathergrid_metal.tga,0,0,244,72,0

// weather icons,,,,,,
spr_game_weather_icon_sun,icon_unitinfo_weather_sun.tga,0,0,64,64,0
spr_game_weather_icon_lightRain,icon_unitinfo_weather_lightRain.tga,0,0,64,64,0
spr_game_weather_icon_HeavyRain,icon_unitinfo_weather_HeavyRain.tga,0,0,64,64,0
spr_game_weather_icon_lightSnow,icon_unitinfo_weather_lightSnow.tga,0,0,64,64,0
spr_game_weather_icon_HeavySnow,icon_unitinfo_weather_HeavySnow.tga,0,0,64,64,0
spr_game_weather_icon_lightDust,icon_unitinfo_weather_lightDust.tga,0,0,64,64,0
spr_game_weather_icon_HeavyDust,icon_unitinfo_weather_HeavyDust.tga,0,0,64,64,0

// crowns display,,,,,,
spr_game_unitinfo_crown_ledger,ui_blackpixel_quarteralpha.tga,0,0,1,1,0




// --------------------------------------,,,,,,
// BUTTON BAR (with meta-epoch variants for each button),,,,,,

// options button,,,,,,
spr_optionsbut,ui_ingame_button_options.tga,0,0,40,36,0
spr_optionsbut_r,ui_ingame_button_options_rollover.tga,0,0,40,36,0
spr_optionsbut_p,ui_ingame_button_options_pressed.tga,0,0,40,36,0
spr_optionsbut_rp,ui_ingame_button_options_pressed.tga,0,0,40,36,0

// chat button,,,,,,
spr_chatbut,ui_ingame_button_chat.tga,0,0,40,36,0
spr_chatbut_r,ui_ingame_button_chat_rollover.tga,0,0,40,36,0
spr_chatbut_p,ui_ingame_button_chat_pressed.tga,0,0,40,36,0
spr_chatbut_rp,ui_ingame_button_chat_pressed.tga,0,0,40,36,0

// encyclopedia button,,,,,,
spr_encyclopediabut,ui_ingame_button_encyclopedia.tga,0,0,40,36,0
spr_encyclopediabut_r,ui_ingame_button_encyclopedia_rollover.tga,0,0,40,36,0
spr_encyclopediabut_p,ui_ingame_button_encyclopedia_pressed.tga,0,0,40,36,0
spr_encyclopediabut_rp,ui_ingame_button_encyclopedia_pressed.tga,0,0,40,36,0

// objectives button,,,,,,
spr_objectivesbut,ui_ingame_button_objectives.tga,0,0,40,36,0
spr_objectivesbut_r,ui_ingame_button_objectives_rollover.tga,0,0,40,36,0
spr_objectivesbut_p,ui_ingame_button_objectives_pressed.tga,0,0,40,36,0
spr_objectivesbut_rp,ui_ingame_button_objectives_pressed.tga,0,0,40,36,0

// pause button (play/pause),,,,,,
spr_pausebut,ui_ingame_buttonbar_pause.tga,0,0,40,36,0
spr_pausebut_r,ui_ingame_buttonbar_pause_rollover.tga,0,0,40,36,0
spr_pausebut_p,ui_ingame_buttonbar_pause_pressed.tga,0,0,40,36,0
spr_pausebut_rp,ui_ingame_buttonbar_pause_pressed.tga,0,0,40,36,0
spr_playbut,ui_ingame_buttonbar_play.tga,0,0,40,36,0
spr_playbut_r,ui_ingame_buttonbar_play_rollover.tga,0,0,40,36,0
spr_playbut_p,ui_ingame_buttonbar_play_pressed.tga,0,0,40,36,0
spr_playbut_rp,ui_ingame_buttonbar_play_pressed.tga,0,0,40,36,0



// --------------------------------------,,,,,,
// PIP BUTTONS,,,,,,
// @NOTE the number buttons should be ordered -- unset set selected,,,,,,
// @NOTE the flare buttons should be ordered -- unset set selected flashing,,,,,,

// pip buttons (first meta-epoch -- stone),,,,,,
spr_pip_copy_from,ui_ingame_pip_copy_from_stone.tga,0,0,32,32,0
spr_pip_copy_from_p,ui_ingame_pip_copy_from_pressed_stone.tga,0,0,32,32,0
spr_pip_swap,ui_ingame_pip_swap_stone.tga,0,0,32,32,0
spr_pip_swap_p,ui_ingame_pip_swap_pressed_stone.tga,0,0,32,32,0
spr_pip_cycle,ui_ingame_pip_cycle_off_stone.tga,0,0,36,36,0
spr_pip_cycle_roll,ui_ingame_pip_cycle_off_rollover_stone.tga,0,0,36,36,0
spr_pip_cycle_on,ui_ingame_pip_cycle_on_stone.tga,0,0,36,36,0
spr_pip_cycle_on_roll,ui_ingame_pip_cycle_on_rollover_stone.tga,0,0,36,36,0
spr_pip_flare_unset,ui_ingame_pip_flare_unset_stone.tga,0,0,36,36,0
spr_pip_flare_set,ui_ingame_pip_flare_set_stone.tga,0,0,36,36,0
spr_pip_flare_selected,ui_ingame_pip_flare_selected_stone.tga,0,0,36,36,0
spr_pip_one_unset,ui_ingame_pip_one_unset_stone.tga,0,0,36,36,0
spr_pip_one_set,ui_ingame_pip_one_set_stone.tga,0,0,36,36,0
spr_pip_one_selected,ui_ingame_pip_one_selected_stone.tga,0,0,36,36,0
spr_pip_two_unset,ui_ingame_pip_two_unset_stone.tga,0,0,36,36,0
spr_pip_two_set,ui_ingame_pip_two_set_stone.tga,0,0,36,36,0
spr_pip_two_selected,ui_ingame_pip_two_selected_stone.tga,0,0,36,36,0
spr_pip_three_unset,ui_ingame_pip_three_unset_stone.tga,0,0,36,36,0
spr_pip_three_set,ui_ingame_pip_three_set_stone.tga,0,0,36,36,0
spr_pip_three_selected,ui_ingame_pip_three_selected_stone.tga,0,0,36,36,0
spr_pip_four_unset,ui_ingame_pip_four_unset_stone.tga,0,0,36,36,0
spr_pip_four_set,ui_ingame_pip_four_set_stone.tga,0,0,36,36,0
spr_pip_four_selected,ui_ingame_pip_four_selected_stone.tga,0,0,36,36,0
spr_pip_five_unset,ui_ingame_pip_five_unset_stone.tga,0,0,36,36,0
spr_pip_five_set,ui_ingame_pip_five_set_stone.tga,0,0,36,36,0
spr_pip_five_selected,ui_ingame_pip_five_selected_stone.tga,0,0,36,36,0
spr_pip_six_unset,ui_ingame_pip_six_unset_stone.tga,0,0,36,36,0
spr_pip_six_set,ui_ingame_pip_six_set_stone.tga,0,0,36,36,0
spr_pip_six_selected,ui_ingame_pip_six_selected_stone.tga,0,0,36,36,0

// pip buttons (second meta-epoch -- parchment),,,,,,
spr_pip_copy_from_e2,ui_ingame_pip_copy_from_parch.tga,0,0,32,32,0
spr_pip_copy_from_p_e2,ui_ingame_pip_copy_from_pressed_parch.tga,0,0,32,32,0
spr_pip_swap_e2,ui_ingame_pip_swap_parch.tga,0,0,32,32,0
spr_pip_swap_p_e2,ui_ingame_pip_swap_pressed_parch.tga,0,0,32,32,0
spr_pip_cycle_e2,ui_ingame_pip_cycle_off_parch.tga,0,0,36,36,0
spr_pip_cycle_roll_e2,ui_ingame_pip_cycle_off_rollover_parch.tga,0,0,36,36,0
spr_pip_cycle_on_e2,ui_ingame_pip_cycle_on_parch.tga,0,0,36,36,0
spr_pip_cycle_on_roll_e2,ui_ingame_pip_cycle_on_rollover_parch.tga,0,0,36,36,0
spr_pip_flare_unset_e2,ui_ingame_pip_flare_unset_parch.tga,0,0,36,36,0
spr_pip_flare_set_e2,ui_ingame_pip_flare_set_parch.tga,0,0,36,36,0
spr_pip_flare_selected_e2,ui_ingame_pip_flare_selected_parch.tga,0,0,36,36,0
spr_pip_one_unset_e2,ui_ingame_pip_one_unset_parch.tga,0,0,36,36,0
spr_pip_one_set_e2,ui_ingame_pip_one_set_parch.tga,0,0,36,36,0
spr_pip_one_selected_e2,ui_ingame_pip_one_selected_parch.tga,0,0,36,36,0
spr_pip_two_unset_e2,ui_ingame_pip_two_unset_parch.tga,0,0,36,36,0
spr_pip_two_set_e2,ui_ingame_pip_two_set_parch.tga,0,0,36,36,0
spr_pip_two_selected_e2,ui_ingame_pip_two_selected_parch.tga,0,0,36,36,0
spr_pip_three_unset_e2,ui_ingame_pip_three_unset_parch.tga,0,0,36,36,0
spr_pip_three_set_e2,ui_ingame_pip_three_set_parch.tga,0,0,36,36,0
spr_pip_three_selected_e2,ui_ingame_pip_three_selected_parch.tga,0,0,36,36,0
spr_pip_four_unset_e2,ui_ingame_pip_four_unset_parch.tga,0,0,36,36,0
spr_pip_four_set_e2,ui_ingame_pip_four_set_parch.tga,0,0,36,36,0
spr_pip_four_selected_e2,ui_ingame_pip_four_selected_parch.tga,0,0,36,36,0
spr_pip_five_unset_e2,ui_ingame_pip_five_unset_parch.tga,0,0,36,36,0
spr_pip_five_set_e2,ui_ingame_pip_five_set_parch.tga,0,0,36,36,0
spr_pip_five_selected_e2,ui_ingame_pip_five_selected_parch.tga,0,0,36,36,0
spr_pip_six_unset_e2,ui_ingame_pip_six_unset_parch.tga,0,0,36,36,0
spr_pip_six_set_e2,ui_ingame_pip_six_set_parch.tga,0,0,36,36,0
