// NAME,ATTACKER,DEFENDERS,ADJUST
//Heavy Tank vs Light Mounted,,,
hi1_vs_lm2,HeavyInfantry1UpgradeEpoch1,[LightMounted1UpgradeEpoch2],50
hi3_vs_lm2,HeavyInfantry1UpgradeEpoch3,[LightMounted1UpgradeEpoch2],50
hi5_vs_lm6,HeavyInfantry1UpgradeEpoch5,[LightMounted1UpgradeEpoch6],50
//Heavy Infantry vs Heavy Mounted,,,
hi1_vs_hm2,HeavyInfantry1UpgradeEpoch1,[HeavyMounted1UpgradeEpoch2],75
hi3_vs_hm2,HeavyInfantry1UpgradeEpoch3,[HeavyMounted1UpgradeEpoch2],60
hi3_vs_hm4,HeavyInfantry1UpgradeEpoch3,[HeavyMounted1UpgradeEpoch4],60
hi11_vs_hm10,HeavyInfantry1UpgradeEpoch11,[HeavyMounted1UpgradeEpoch10],150
hi211_vs_hm10,HeavyInfantry2UpgradeEpoch11,[HeavyMounted1UpgradeEpoch10],150
// Outpost vs Spy,,,
o1_vs_s1,OutpostUpgradeEpoch1,[SpyUpgradeEpoch1],20
o1_vs_s4,OutpostUpgradeEpoch1,[SpyUpgradeEpoch4],20
o1_vs_s7,OutpostUpgradeEpoch1,[SpyUpgradeEpoch7],20
o1_vs_s10,OutpostUpgradeEpoch1,[SpyUpgradeEpoch10],20
o1_vs_s13,OutpostUpgradeEpoch1,[SpyUpgradeEpoch13],20
o4_vs_s1,OutpostUpgradeEpoch4,[SpyUpgradeEpoch1],20
o4_vs_s4,OutpostUpgradeEpoch4,[SpyUpgradeEpoch4],20
o4_vs_s7,OutpostUpgradeEpoch4,[SpyUpgradeEpoch7],20
o4_vs_s10,OutpostUpgradeEpoch4,[SpyUpgradeEpoch10],20
o4_vs_s13,OutpostUpgradeEpoch4,[SpyUpgradeEpoch13],20
o7_vs_s1,OutpostUpgradeEpoch7,[SpyUpgradeEpoch1],20
o7_vs_s4,OutpostUpgradeEpoch7,[SpyUpgradeEpoch4],20
o7_vs_s7,OutpostUpgradeEpoch7,[SpyUpgradeEpoch7],20
o7_vs_s10,OutpostUpgradeEpoch7,[SpyUpgradeEpoch10],20
o7_vs_s13,OutpostUpgradeEpoch7,[SpyUpgradeEpoch13],20
o10_vs_s1,OutpostUpgradeEpoch10,[SpyUpgradeEpoch1],20
o10_vs_s4,OutpostUpgradeEpoch10,[SpyUpgradeEpoch4],20
o10_vs_s7,OutpostUpgradeEpoch10,[SpyUpgradeEpoch7],20
o10_vs_s10,OutpostUpgradeEpoch10,[SpyUpgradeEpoch10],20
o10_vs_s13,OutpostUpgradeEpoch10,[SpyUpgradeEpoch13],20
o13_vs_s1,OutpostUpgradeEpoch13,[SpyUpgradeEpoch1],20
o13_vs_s4,OutpostUpgradeEpoch13,[SpyUpgradeEpoch4],20
o13_vs_s7,OutpostUpgradeEpoch13,[SpyUpgradeEpoch7],20
o13_vs_s10,OutpostUpgradeEpoch13,[SpyUpgradeEpoch10],20
o13_vs_s13,OutpostUpgradeEpoch13,[SpyUpgradeEpoch13],20
o14_vs_s1,OutpostUpgradeEpoch14,[SpyUpgradeEpoch1],20
o14_vs_s4,OutpostUpgradeEpoch14,[SpyUpgradeEpoch4],20
o14_vs_s7,OutpostUpgradeEpoch14,[SpyUpgradeEpoch7],20
o14_vs_s10,OutpostUpgradeEpoch14,[SpyUpgradeEpoch10],20
o14_vs_s13,OutpostUpgradeEpoch14,[SpyUpgradeEpoch13],20
o15_vs_s1,OutpostUpgradeEpoch15,[SpyUpgradeEpoch1],20
o15_vs_s4,OutpostUpgradeEpoch15,[SpyUpgradeEpoch4],20
o15_vs_s7,OutpostUpgradeEpoch15,[SpyUpgradeEpoch7],20
o15_vs_s10,OutpostUpgradeEpoch15,[SpyUpgradeEpoch10],20
o15_vs_s13,OutpostUpgradeEpoch15,[SpyUpgradeEpoch13],20
// Fighter vs Satellite,,,
f11_vs_satellite,FighterUpgradeEpoch11,[NonCombatAir3UpgradeEpoch13],0
f12_vs_satellite,FighterUpgradeEpoch12,[NonCombatAir3UpgradeEpoch13],0
// Air Defenses vs Satellite,,,
aa10_vs_satellite,AirDefenseUpgradeEpoch10,[NonCombatAir3UpgradeEpoch13],0
aa13_vs_satellite,AirDefenseUpgradeEpoch13,[NonCombatAir3UpgradeEpoch13],0
aa15_vs_satellite,AirDefenseUpgradeEpoch15,[NonCombatAir3UpgradeEpoch13],0
// Mobile AA vs Satellite,,,
maa11_vs_satellite,LightArtillery2UpgradeEpoch11,[NonCombatAir3UpgradeEpoch13],0
maa13_vs_satellite,LightArtillery2UpgradeEpoch13,[NonCombatAir3UpgradeEpoch13],0
maa15_vs_satellite,LightArtillery2UpgradeEpoch15,[NonCombatAir3UpgradeEpoch13],0
//Helicopters vs Satellite,,,
heli1_13_vs_satellite,HeavyMounted2UpgradeEpoch13,[NonCombatAir3UpgradeEpoch13],0
heli1_15_vs_satellite,HeavyMounted2UpgradeEpoch15,[NonCombatAir3UpgradeEpoch13],0
heli2_13_vs_satellite,LightMounted2UpgradeEpoch13,[NonCombatAir3UpgradeEpoch13],0
heli2_15_vs_satellite,LightMounted2UpgradeEpoch15,[NonCombatAir3UpgradeEpoch13],0
//Ships vs Satellite,,,
dest11_vs_satellite,DestroyerUpgradeEpoch11,[NonCombatAir3UpgradeEpoch13],0
dest13_vs_satellite,DestroyerUpgradeEpoch13,[NonCombatAir3UpgradeEpoch13],0
dest15_vs_satellite,DestroyerUpgradeEpoch15,[NonCombatAir3UpgradeEpoch13],0
battle11_vs_satellite,BattleshipUpgradeEpoch11,[NonCombatAir3UpgradeEpoch13],0
battle13_vs_satellite,BattleshipUpgradeEpoch13,[NonCombatAir3UpgradeEpoch13],0
battle15_vs_satellite,BattleshipUpgradeEpoch15,[NonCombatAir3UpgradeEpoch13],0
carrier11_vs_satellite,AircraftCarrierUpgradeEpoch11,[NonCombatAir3UpgradeEpoch13],0
carrier14_vs_satellite,AircraftCarrierUpgradeEpoch14,[NonCombatAir3UpgradeEpoch13],0
//Heavy Infantry 1 vs Satellite,,,
hi1_1_vs_satellite,HeavyInfantry1UpgradeEpoch1,[NonCombatAir3UpgradeEpoch13],0
hi1_3_vs_satellite,HeavyInfantry1UpgradeEpoch3,[NonCombatAir3UpgradeEpoch13],0
hi1_5_vs_satellite,HeavyInfantry1UpgradeEpoch5,[NonCombatAir3UpgradeEpoch13],0
hi1_7_vs_satellite,HeavyInfantry1UpgradeEpoch7,[NonCombatAir3UpgradeEpoch13],0
hi1_9_vs_satellite,HeavyInfantry1UpgradeEpoch9,[NonCombatAir3UpgradeEpoch13],0
hi1_11_vs_satellite,HeavyInfantry1UpgradeEpoch11,[NonCombatAir3UpgradeEpoch13],0
hi1_13_vs_satellite,HeavyInfantry1UpgradeEpoch13,[NonCombatAir3UpgradeEpoch13],0
hi1_15_vs_satellite,HeavyInfantry1UpgradeEpoch15,[NonCombatAir3UpgradeEpoch13],0
AmericanUU2_vs_satellite,UU_American2UpgradeEpoch6,[NonCombatAir3UpgradeEpoch13],0
BabylonianUU3_vs_satellite,UU_Babylonian3UpgradeEpoch11,[NonCombatAir3UpgradeEpoch13],0
GermanUU1_vs_satellite,UU_German1UpgradeEpoch1,[NonCombatAir3UpgradeEpoch13],0
GreekUU3_vs_satellite,UU_Greek3UpgradeEpoch11,[NonCombatAir3UpgradeEpoch13],0
JapaneseUU1_vs_satellite,UU_Japanese1UpgradeEpoch1,[NonCombatAir3UpgradeEpoch13],0
MayanUU1_vs_satellite,UU_Mayan1UpgradeEpoch1,[NonCombatAir3UpgradeEpoch13],0
RomanUU1_vs_satellite,UU_Roman1UpgradeEpoch1,[NonCombatAir3UpgradeEpoch13],0
RomanUU3_vs_satellite,UU_Roman3UpgradeEpoch11,[NonCombatAir3UpgradeEpoch13],0
RussianUU1_vs_satellite,UU_Russian1UpgradeEpoch1,[NonCombatAir3UpgradeEpoch13],0
TurkishUU2_vs_satellite,UU_Turkish2UpgradeEpoch6,[NonCombatAir3UpgradeEpoch13],0
ZuluUU2_vs_satellite,UU_Zulu2UpgradeEpoch6,[NonCombatAir3UpgradeEpoch13],0
//Heavy Infantry 2 vs Satellite,,,
hi2_1_vs_satellite,HeavyInfantry2UpgradeEpoch1,[NonCombatAir3UpgradeEpoch13],0
hi2_2_vs_satellite,HeavyInfantry2UpgradeEpoch2,[NonCombatAir3UpgradeEpoch13],0
hi2_5_vs_satellite,HeavyInfantry2UpgradeEpoch5,[NonCombatAir3UpgradeEpoch13],0
hi2_8_vs_satellite,HeavyInfantry2UpgradeEpoch8,[NonCombatAir3UpgradeEpoch13],0
hi2_11_vs_satellite,HeavyInfantry2UpgradeEpoch11,[NonCombatAir3UpgradeEpoch13],0
hi2_14_vs_satellite,HeavyInfantry2UpgradeEpoch14,[NonCombatAir3UpgradeEpoch13],0
GreekUU1_vs_satellite,UU_Greek1UpgradeEpoch1,[NonCombatAir3UpgradeEpoch13],0
RomanUU2_vs_satellite,UU_Roman2UpgradeEpoch6,[NonCombatAir3UpgradeEpoch13],0
ZuluUU1_vs_satellite,UU_Zulu1UpgradeEpoch1,[NonCombatAir3UpgradeEpoch13],0
//Air Defenses vs Balloon,,,
aa10_vs_balloon,AirDefenseUpgradeEpoch10,[NonCombatAir1UpgradeEpoch11],0
aa13_vs_balloon,AirDefenseUpgradeEpoch13,[NonCombatAir1UpgradeEpoch11],0
aa15_vs_balloon,AirDefenseUpgradeEpoch15,[NonCombatAir1UpgradeEpoch11],0
// Mobile AA vs Balloon,,,
maa11_vs_balloon,LightArtillery2UpgradeEpoch11,[NonCombatAir1UpgradeEpoch11],0
maa13_vs_balloon,LightArtillery2UpgradeEpoch13,[NonCombatAir1UpgradeEpoch11],0
maa15_vs_balloon,LightArtillery2UpgradeEpoch15,[NonCombatAir1UpgradeEpoch11],0
//Helicopters vs Balloon,,,
heli1_13_vs_balloon,HeavyMounted2UpgradeEpoch13,[NonCombatAir1UpgradeEpoch11],0
heli1_15_vs_balloon,HeavyMounted2UpgradeEpoch15,[NonCombatAir1UpgradeEpoch11],0
heli2_13_vs_balloon,LightMounted2UpgradeEpoch13,[NonCombatAir1UpgradeEpoch11],0
heli2_15_vs_balloon,LightMounted2UpgradeEpoch15,[NonCombatAir1UpgradeEpoch11],0
//Ships vs Balloon,,,
dest11_vs_Balloon,DestroyerUpgradeEpoch11,[NonCombatAir1UpgradeEpoch11],0
dest13_vs_Balloon,DestroyerUpgradeEpoch13,[NonCombatAir1UpgradeEpoch11],0
dest15_vs_Balloon,DestroyerUpgradeEpoch15,[NonCombatAir1UpgradeEpoch11],0
battle11_vs_Balloon,BattleshipUpgradeEpoch11,[NonCombatAir1UpgradeEpoch11],0
battle13_vs_Balloon,BattleshipUpgradeEpoch13,[NonCombatAir1UpgradeEpoch11],0
battle15_vs_Balloon,BattleshipUpgradeEpoch15,[NonCombatAir1UpgradeEpoch11],0
carrier11_vs_Balloon,AircraftCarrierUpgradeEpoch11,[NonCombatAir1UpgradeEpoch11],0
carrier14_vs_Balloon,AircraftCarrierUpgradeEpoch14,[NonCombatAir1UpgradeEpoch11],0
//Heavy Infantry 1 vs Balloon,,,
hi1_1_vs_balloon,HeavyInfantry1UpgradeEpoch1,[NonCombatAir1UpgradeEpoch11],0
hi1_3_vs_balloon,HeavyInfantry1UpgradeEpoch3,[NonCombatAir1UpgradeEpoch11],0
hi1_5_vs_balloon,HeavyInfantry1UpgradeEpoch5,[NonCombatAir1UpgradeEpoch11],0
hi1_7_vs_balloon,HeavyInfantry1UpgradeEpoch7,[NonCombatAir1UpgradeEpoch11],0
hi1_9_vs_balloon,HeavyInfantry1UpgradeEpoch9,[NonCombatAir1UpgradeEpoch11],0
hi1_11_vs_balloon,HeavyInfantry1UpgradeEpoch11,[NonCombatAir1UpgradeEpoch11],0
hi1_13_vs_balloon,HeavyInfantry1UpgradeEpoch13,[NonCombatAir1UpgradeEpoch11],0
hi1_15_vs_balloon,HeavyInfantry1UpgradeEpoch15,[NonCombatAir1UpgradeEpoch11],0
AmericanUU2_vs_balloon,UU_American2UpgradeEpoch6,[NonCombatAir1UpgradeEpoch11],0
BabylonianUU3_vs_balloon,UU_Babylonian3UpgradeEpoch11,[NonCombatAir1UpgradeEpoch11],0
GermanUU1_vs_balloon,UU_German1UpgradeEpoch1,[NonCombatAir1UpgradeEpoch11],0
GreekUU3_vs_balloon,UU_Greek3UpgradeEpoch11,[NonCombatAir1UpgradeEpoch11],0
JapaneseUU1_vs_balloon,UU_Japanese1UpgradeEpoch1,[NonCombatAir1UpgradeEpoch11],0
MayanUU1_vs_balloon,UU_Mayan1UpgradeEpoch1,[NonCombatAir1UpgradeEpoch11],0
RomanUU1_vs_balloon,UU_Roman1UpgradeEpoch1,[NonCombatAir1UpgradeEpoch11],0
RomanUU3_vs_balloon,UU_Roman3UpgradeEpoch11,[NonCombatAir1UpgradeEpoch11],0
RussianUU1_vs_balloon,UU_Russian1UpgradeEpoch1,[NonCombatAir1UpgradeEpoch11],0
TurkishUU2_vs_balloon,UU_Turkish2UpgradeEpoch6,[NonCombatAir1UpgradeEpoch11],0
ZuluUU2_vs_balloon,UU_Zulu2UpgradeEpoch6,[NonCombatAir1UpgradeEpoch11],0
//Heavy Infantry 2 vs Balloon,,,
hi2_1_vs_balloon,HeavyInfantry2UpgradeEpoch1,[NonCombatAir1UpgradeEpoch11],0
hi2_2_vs_balloon,HeavyInfantry2UpgradeEpoch2,[NonCombatAir1UpgradeEpoch11],0
hi2_5_vs_balloon,HeavyInfantry2UpgradeEpoch5,[NonCombatAir1UpgradeEpoch11],0
hi2_8_vs_balloon,HeavyInfantry2UpgradeEpoch8,[NonCombatAir1UpgradeEpoch11],0
hi2_11_vs_balloon,HeavyInfantry2UpgradeEpoch11,[NonCombatAir1UpgradeEpoch11],0
hi2_14_vs_balloon,HeavyInfantry2UpgradeEpoch14,[NonCombatAir1UpgradeEpoch11],0
GreekUU1_vs_balloon,UU_Greek1UpgradeEpoch1,[NonCombatAir1UpgradeEpoch11],0
RomanUU2_vs_balloon,UU_Roman2UpgradeEpoch6,[NonCombatAir1UpgradeEpoch11],0
ZuluUU1_vs_balloon,UU_Zulu1UpgradeEpoch1,[NonCombatAir1UpgradeEpoch11],0
//Light Artillery vs Inf,,,
la_1_vs_light_infantry,LightArtillery1UpgradeEpoch1,[LightInfantryUpgradeEpoch1],80
la_1_vs_heavy_infantry,LightArtillery1UpgradeEpoch1,[HeavyInfantry1UpgradeEpoch1],110
la_1_vs_heavy_infantry2,LightArtillery1UpgradeEpoch1,[HeavyInfantry2UpgradeEpoch2],110
la_3_vs_light_infantry_1,LightArtillery1UpgradeEpoch3,[LightInfantryUpgradeEpoch1],92
la_3_vs_light_infantry_3,LightArtillery1UpgradeEpoch3,[LightInfantryUpgradeEpoch3],92
la_5_vs_light_infantry_5,LightArtillery1UpgradeEpoch5,[LightInfantryUpgradeEpoch5],95
la_5_vs_heavy_infantry,LightArtillery1UpgradeEpoch5,[HeavyInfantry2UpgradeEpoch5],95
la_7_vs_light_infantryi_7,LightArtillery1UpgradeEpoch7,[LightInfantryUpgradeEpoch7],110
la_11_vs_light_infantry_11,LightArtillery1UpgradeEpoch11,[LightInfantryUpgradeEpoch11],80
la_11_vs_heavy_infantry_11,LightArtillery1UpgradeEpoch11,[HeavyInfantry1UpgradeEpoch11],80
la_11_vs_heavy_infantry2_11,LightArtillery1UpgradeEpoch11,[HeavyInfantry2UpgradeEpoch11],60
la_13_vs_light_infantry_13,LightArtillery1UpgradeEpoch13,[LightInfantryUpgradeEpoch13],50
la_13_vs_heavy_infantry_13,LightArtillery1UpgradeEpoch13,[HeavyInfantry1UpgradeEpoch13],80
la_15_vs_light_infantry_15,LightArtillery1UpgradeEpoch15,[LightInfantryUpgradeEpoch15],55
la_15_vs_heavy_infantry_15,LightArtillery1UpgradeEpoch15,[HeavyInfantry1UpgradeEpoch15],75
la_15_vs_heavy_infantry2_14,LightArtillery1UpgradeEpoch15,[HeavyInfantry2UpgradeEpoch14],80
//Light Artillery Vs Heavy Tanks,,,
la_9_vs_htank_11,LightArtillery1UpgradeEpoch9,[HeavyMounted1UpgradeEpoch11],150
la_9_vs_htank_12,LightArtillery1UpgradeEpoch9,[HeavyMounted1UpgradeEpoch12],150
la_9_vs_htank_13,LightArtillery1UpgradeEpoch9,[HeavyMounted1UpgradeEpoch13],150
la_9_vs_htank_15,LightArtillery1UpgradeEpoch9,[HeavyMounted1UpgradeEpoch15],150
la_11_vs_htank_11,LightArtillery1UpgradeEpoch11,[HeavyMounted1UpgradeEpoch11],150
la_11_vs_htank_12,LightArtillery1UpgradeEpoch11,[HeavyMounted1UpgradeEpoch12],140
la_11_vs_htank_13,LightArtillery1UpgradeEpoch11,[HeavyMounted1UpgradeEpoch13],130
la_13_vs_htank_11,LightArtillery1UpgradeEpoch13,[HeavyMounted1UpgradeEpoch11],120
la_13_vs_htank_12,LightArtillery1UpgradeEpoch13,[HeavyMounted1UpgradeEpoch12],120
la_13_vs_htank_13,LightArtillery1UpgradeEpoch13,[HeavyMounted1UpgradeEpoch13],120
la_13_vs_htank_15,LightArtillery1UpgradeEpoch13,[HeavyMounted1UpgradeEpoch15],120
la_15_vs_htank_11,LightArtillery1UpgradeEpoch15,[HeavyMounted1UpgradeEpoch11],140
la_15_vs_htank_12,LightArtillery1UpgradeEpoch15,[HeavyMounted1UpgradeEpoch12],140
la_15_vs_htank_13,LightArtillery1UpgradeEpoch15,[HeavyMounted1UpgradeEpoch13],130
la_15_vs_htank_15,LightArtillery1UpgradeEpoch15,[HeavyMounted1UpgradeEpoch15],100
//Light Artillery Vs Tanks,,,
la_11_vs_tank_11,LightArtillery1UpgradeEpoch11,[LightMounted1UpgradeEpoch11],175
la_11_vs_tank_12,LightArtillery1UpgradeEpoch11,[LightMounted1UpgradeEpoch12],160
la_11_vs_tank_13,LightArtillery1UpgradeEpoch11,[LightMounted1UpgradeEpoch13],140
la_11_vs_tank_15,LightArtillery1UpgradeEpoch11,[LightMounted1UpgradeEpoch15],125
la_13_vs_tank_11,LightArtillery1UpgradeEpoch13,[LightMounted1UpgradeEpoch11],150
la_13_vs_tank_12,LightArtillery1UpgradeEpoch13,[LightMounted1UpgradeEpoch12],150
la_13_vs_tank_13,LightArtillery1UpgradeEpoch13,[LightMounted1UpgradeEpoch13],150
la_13_vs_tank_15,LightArtillery1UpgradeEpoch13,[LightMounted1UpgradeEpoch15],125
la_15_vs_tank_15,LightArtillery1UpgradeEpoch15,[LightMounted1UpgradeEpoch15],125
//Light Artillery vs Heavy Mounted,,,
la_7_vs_hm_6,LightArtillery1UpgradeEpoch7,[HeavyMounted1UpgradeEpoch6],150
la_7_vs_hm_8,LightArtillery1UpgradeEpoch7,[HeavyMounted1UpgradeEpoch8],150
la_9_vs_hm_6,LightArtillery1UpgradeEpoch9,[HeavyMounted1UpgradeEpoch6],150
la_9_vs_hm_8,LightArtillery1UpgradeEpoch9,[HeavyMounted1UpgradeEpoch8],150
la_11_vs_hm_10,LightArtillery1UpgradeEpoch11,[HeavyMounted1UpgradeEpoch10],125
//Light Artillery vs Light Mounted,,,
la_11_vs_lightmounted_10,LightArtillery1UpgradeEpoch11,[LightMounted1UpgradeEpoch10],120
// Light Artillery vs Heavy Artillery,,,
la_1_vs_HeavyArtillery2,LightArtillery1UpgradeEpoch1,[HeavyArtilleryUpgradeEpoch2],80
la_5_vs_HeavyArtillery6,LightArtillery1UpgradeEpoch5,[HeavyArtilleryUpgradeEpoch6],90
la_7_vs_HeavyArtillery8,LightArtillery1UpgradeEpoch7,[HeavyArtilleryUpgradeEpoch8],80
la_9_vs_HeavyArtillery8,LightArtillery1UpgradeEpoch9,[HeavyArtilleryUpgradeEpoch8],80
la_9_vs_HeavyArtillery10,LightArtillery1UpgradeEpoch9,[HeavyArtilleryUpgradeEpoch10],75
la_13_vs_HeavyArtillery14,LightArtillery1UpgradeEpoch13,[HeavyArtilleryUpgradeEpoch14],80
//Heavy Artillery vs Tanks,,,
ha_14_vs_tank_13,HeavyArtilleryUpgradeEpoch14,[LightMounted1UpgradeEpoch13],125
ha_14_vs_tank_15,HeavyArtilleryUpgradeEpoch14,[LightMounted1UpgradeEpoch15],125
ha_14_vs_htank_13,HeavyArtilleryUpgradeEpoch14,[HeavyMounted1UpgradeEpoch13],125
ha_14_vs_htank_15,HeavyArtilleryUpgradeEpoch14,[HeavyMounted1UpgradeEpoch15],125
//Heavy Artillery vs Heavy Mounted,,,
ha_6_vs_hm_6,HeavyArtilleryUpgradeEpoch6,[HeavyMounted1UpgradeEpoch6],125
//ha_8_vs_hm_8,HeavyArtilleryUpgradeEpoch8,[HeavyMounted1UpgradeEpoch8],125
//Heavy Artillery vs Infantry,,,
ha_2_vs_HeavyInfantry1_1,HeavyArtilleryUpgradeEpoch2,[HeavyInfantry1UpgradeEpoch1],110
ha_2_vs_HeavyInfantry2_2,HeavyArtilleryUpgradeEpoch2,[HeavyInfantry2UpgradeEpoch2],110
ha_2_vs_LightInfantry_2,HeavyArtilleryUpgradeEpoch2,[LightInfantryUpgradeEpoch1],90
ha_4_vs_LightInfantry_3,HeavyArtilleryUpgradeEpoch4,[LightInfantryUpgradeEpoch3],80
ha_8_vs_LightInfantry_7,HeavyArtilleryUpgradeEpoch8,[LightInfantryUpgradeEpoch7],60
ha_8_vs_LightInfantry_9,HeavyArtilleryUpgradeEpoch8,[LightInfantryUpgradeEpoch9],60
ha_8_vs_LightInfantry_11,HeavyArtilleryUpgradeEpoch8,[LightInfantryUpgradeEpoch11],60
ha_8_vs_HeavyMounted_6,HeavyArtilleryUpgradeEpoch8,[HeavyMounted1UpgradeEpoch6],80
ha_8_vs_HeavyMounted_8,HeavyArtilleryUpgradeEpoch8,[HeavyMounted1UpgradeEpoch8],80
ha_8_vs_HeavyMounted_10,HeavyArtilleryUpgradeEpoch8,[HeavyMounted1UpgradeEpoch10],80
ha_10_vs_LightInfantry_9,HeavyArtilleryUpgradeEpoch10,[LightInfantryUpgradeEpoch9],90
ha_12_vs_li_13,HeavyArtilleryUpgradeEpoch12,[LightInfantryUpgradeEpoch11],60
ha_12_vs_li_15,HeavyArtilleryUpgradeEpoch12,[LightInfantryUpgradeEpoch13],60
