EndEpochsPath_1,terr_wornpath_1_wi02.tga terr_wornpath_1_wi02.tga terr_wornpath_1_wi01.tga terr_wornpath_1_su.tga terr_wornpath_1_su.tga terr_wornpath_1_su.tga terr_wornpath_1_su.tga terr_wornpath_1_su.tga terr_wornpath_1_su.tga terr_wornpath_1_su.tga terr_wornpath_1_su.tga terr_wornpath_1_wi01.tga 
UnderBuilding_1_Temperate,terr_underbuilding_1_wi_01.tga terr_underbuilding_1_wi_02.tga terr_underbuilding_1_wi_02.tga terr_underbuilding_1_wi_01.tga terr_underbuilding_1_wi_01.tga terr_underbuilding_1.tga terr_underbuilding_1.tga terr_underbuilding_1.tga terr_underbuilding_1_fa_01.tga terr_underbuilding_1_fa_01.tga terr_underbuilding_1_fa_02.tga terr_underbuilding_1_wi_01.tga
UnderBuilding_2_Temperate,terr_underbuilding_2_wi_01.tga terr_underbuilding_2_wi_02.tga terr_underbuilding_2_wi_02.tga terr_underbuilding_2_wi_01.tga terr_underbuilding_2_wi_01.tga terr_underbuilding_2.tga terr_underbuilding_2.tga terr_underbuilding_2.tga terr_underbuilding_2_fa_01.tga terr_underbuilding_2_fa_01.tga terr_underbuilding_2_fa_02.tga terr_underbuilding_2_wi_01.tga
UnderBuilding_3_Temperate,terr_underbuilding_3_wi_01.tga terr_underbuilding_3_wi_02.tga terr_underbuilding_3_wi_02.tga terr_underbuilding_3_wi_01.tga terr_underbuilding_3_wi_01.tga terr_underbuilding_3.tga terr_underbuilding_3.tga terr_underbuilding_3.tga terr_underbuilding_3_fa_01.tga terr_underbuilding_3_fa_01.tga terr_underbuilding_3_fa_02.tga terr_underbuilding_3_wi_01.tga


// the following are building ambients with animated textures,
wildbush01,tre_wildbush01_wi.tga tre_wildbush01_wi.tga tre_wildbush01_wi.tga tre_wildbush01_su.tga tre_wildbush01_su.tga tre_wildbush01_su.tga tre_wildbush01_fa.tga tre_wildbush01_fa.tga
wildbush02,tre_wildbush02_wi.tga tre_wildbush02_wi.tga tre_wildbush02_wi.tga tre_wildbush02_su.tga tre_wildbush02_su.tga tre_wildbush02_su.tga tre_wildbush02_fa.tga tre_wildbush02_fa.tga
wildbush03,tre_wildbush03_wi.tga tre_wildbush03_wi.tga tre_wildbush03_wi.tga tre_wildbush03_su.tga tre_wildbush03_su.tga tre_wildbush03_su.tga tre_wildbush03_fa.tga tre_wildbush03_fa.tga
wildbush04,tre_wildbush04_wi.tga tre_wildbush04_wi.tga tre_wildbush04_wi.tga tre_wildbush04_su.tga tre_wildbush04_su.tga tre_wildbush04_su.tga tre_wildbush04_fa.tga tre_wildbush04_fa.tga
bush_shrub,bush_shrub_wi.tga bush_shrub_wi.tga bush_shrub_su.tga bush_shrub_su.tga bush_shrub_su.tga bush_shrub_su.tga bush_shrub_fa.tga bush_shrub_wi.tga 
bush_vine,Bush_vine_wi.tga Bush_vine_wi.tga Bush_vine_su.tga Bush_vine_su.tga Bush_vine_su.tga Bush_vine_su.tga Bush_vine_fa.tga Bush_vine_wi.tga
bush_grass,bush_grass_wi.tga bush_grass_wi.tga bush_grass_su.tga bush_grass_su.tga bush_grass_su.tga bush_grass_su.tga bush_grass_fa.tga bush_grass_wi.tga 
tre_birch1,tre_birch1_wi.tga tre_birch1_wi.tga tre_birch1_wi.tga tre_birch1_su.tga tre_birch1_su.tga tre_birch1_su.tga tre_birch1_fa.tga tre_birch1_wi.tga 
tre_cypress1,tre_cypress1_wi.tga tre_cypress1_wi.tga tre_cypress1_wi.tga tre_cypress1_su.tga tre_cypress1_su.tga tre_cypress1_su.tga tre_cypress1_fa.tga tre_cypress1_wi.tga 
tre_oak01,tre_oak_wi01.tga tre_oak_wi01.tga tre_oak_wi01.tga tre_oak_summer.tga tre_oak_summer.tga tre_oak_summer.tga tre_oak_summer.tga tre_oak_summer.tga tre_oak_summer.tga tre_oak_fa01.tga  tre_oak_fa01.tga  tre_oak_fa01b.tga
tre_oak02,tre_oak_wi02.tga tre_oak_wi02.tga tre_oak_wi02.tga tre_oak_summer.tga tre_oak_summer.tga tre_oak_summer.tga tre_oak_summer.tga tre_oak_summer.tga tre_oak_summer.tga tre_oak_fa02.tga  tre_oak_fa02.tga  tre_oak_fa02b.tga
tre_oak04,tre_oak_wi03.tga tre_oak_wi03.tga tre_oak_wi03.tga tre_oak_summer.tga tre_oak_summer.tga tre_oak_summer.tga tre_oak_summer.tga tre_oak_summer.tga tre_oak_summer.tga tre_oak_fa03.tga  tre_oak_fa03.tga  tre_oak_fa03b.tga
tre_maple_01,tre_maple_wi01.tga tre_maple_wi01.tga tre_maple_wi01.tga tre_maple_summer.tga tre_maple_summer.tga tre_maple_summer.tga tre_maple_summer.tga tre_maple_summer.tga tre_maple_summer.tga tre_maple_fa01.tga tre_maple_fa01.tga tre_maple_fa01b.tga 
tre_maple_02,tre_maple_wi02.tga tre_maple_wi02.tga tre_maple_wi02.tga tre_maple_summer.tga tre_maple_summer.tga tre_maple_summer.tga tre_maple_summer.tga tre_maple_summer.tga tre_maple_summer.tga tre_maple_fa02.tga tre_maple_fa02.tga tre_maple_fa02b.tga 
tre_fir1,tre_fir1_wi.tga tre_fir1_wi.tga tre_fir1_wi.tga tre_fir1_su.tga tre_fir1_su.tga tre_fir1_su.tga tre_fir1_fa.tga tre_fir1_fa.tga 
tre_elka,elka02.tga elka02.tga elka02.tga elka01.tga elka01.tga elka01.tga elka01.tga elka01.tga
tre_pine,tre_pine_wi.tga tre_pine_wi.tga tre_pine_wi.tga tre_pine.tga tre_pine.tga tre_pine.tga tre_pine.tga tre_pine.tga tre_pine.tga tre_pine.tga tre_pine.tga tre_pine.tga 
decobush,amb_decobush_wi.tga amb_decobush_wi.tga amb_decobush_wi.tga amb_decobush.tga amb_decobush.tga amb_decobush.tga amb_decobush.tga amb_decobush.tga

// road seasonal varations,
Road1_Piece_R,road1_piece_r_s.tga road1_piece_r_s.tga road1_piece_r_s.tga road1_piece_r.tga road1_piece_r.tga road1_piece_r.tga road1_piece_r.tga road1_piece_r.tga road1_piece_r.tga road1_piece_r.tga road1_piece_r.tga road1_piece_r.tga 
Road1_Piece_Dmg_R,road1_piece_r_s.tga road1_piece_r_s.tga road1_piece_r_s.tga road1_piece_r.tga road1_piece_r.tga road1_piece_r.tga road1_piece_r.tga road1_piece_r.tga road1_piece_r.tga road1_piece_r.tga road1_piece_r.tga road1_piece_r.tga 
Road1_Piece_Dead_R,road1_piece_r_s.tga road1_piece_r_s.tga road1_piece_r_s.tga road1_piece_r.tga road1_piece_r.tga road1_piece_r.tga road1_piece_r.tga road1_piece_r.tga road1_piece_r.tga road1_piece_r.tga road1_piece_r.tga road1_piece_r.tga 
Road1_T_R,road1_t_r_s.tga road1_t_r_s.tga road1_t_r_s.tga road1_t_r.tga road1_t_r.tga road1_t_r.tga road1_t_r.tga road1_t_r.tga road1_t_r.tga road1_t_r.tga road1_t_r.tga road1_t_r.tga
Road1_T_Dmg_R,road1_t_r_s.tga road1_t_r_s.tga road1_t_r_s.tga road1_t_r.tga road1_t_r.tga road1_t_r.tga road1_t_r.tga road1_t_r.tga road1_t_r.tga road1_t_r.tga road1_t_r.tga road1_t_r.tga
Road1_T_Dead_R,road1_t_r_s.tga road1_t_r_s.tga road1_t_r_s.tga road1_t_r.tga road1_t_r.tga road1_t_r.tga road1_t_r.tga road1_t_r.tga road1_t_r.tga road1_t_r.tga road1_t_r.tga road1_t_r.tga
Road1_Elbow_R,road1_elbow_r_s.tga road1_elbow_r_s.tga road1_elbow_r_s.tga road1_elbow_r.tga road1_elbow_r.tga road1_elbow_r.tga road1_elbow_r.tga road1_elbow_r.tga road1_elbow_r.tga road1_elbow_r.tga road1_elbow_r.tga road1_elbow_r.tga
Road1_Elbow_Dmg_R,road1_elbow_r_s.tga road1_elbow_r_s.tga road1_elbow_r_s.tga road1_elbow_r.tga road1_elbow_r.tga road1_elbow_r.tga road1_elbow_r.tga road1_elbow_r.tga road1_elbow_r.tga road1_elbow_r.tga road1_elbow_r.tga road1_elbow_r.tga
Road1_Elbow_Dead_R,road1_elbow_r_s.tga road1_elbow_r_s.tga road1_elbow_r_s.tga road1_elbow_r.tga road1_elbow_r.tga road1_elbow_r.tga road1_elbow_r.tga road1_elbow_r.tga road1_elbow_r.tga road1_elbow_r.tga road1_elbow_r.tga road1_elbow_r.tga
Road1_End01_R,road1_end01_r_s.tga road1_end01_r_s.tga road1_end01_r_s.tga road1_end01_r.tga road1_end01_r.tga road1_end01_r.tga road1_end01_r.tga road1_end01_r.tga road1_end01_r.tga road1_end01_r.tga road1_end01_r.tga road1_end01_r.tga
Road1_End01_Dmg_R,road1_end01_r_s.tga road1_end01_r_s.tga road1_end01_r_s.tga road1_end01_r.tga road1_end01_r.tga road1_end01_r.tga road1_end01_r.tga road1_end01_r.tga road1_end01_r.tga road1_end01_r.tga road1_end01_r.tga road1_end01_r.tga
Road1_End01_Dead_R,road1_end01_r_s.tga road1_end01_r_s.tga road1_end01_r_s.tga road1_end01_r.tga road1_end01_r.tga road1_end01_r.tga road1_end01_r.tga road1_end01_r.tga road1_end01_r.tga road1_end01_r.tga road1_end01_r.tga road1_end01_r.tga
Road1_End02_R,road1_end02_r_s.tga road1_end02_r_s.tga road1_end02_r_s.tga road1_end02_r.tga road1_end02_r.tga road1_end02_r.tga road1_end02_r.tga road1_end02_r.tga road1_end02_r.tga road1_end02_r.tga road1_end02_r.tga road1_end02_r.tga
Road1_End02_Dmg_R,road1_end02_r_s.tga road1_end02_r_s.tga road1_end02_r_s.tga road1_end02_r.tga road1_end02_r.tga road1_end02_r.tga road1_end02_r.tga road1_end02_r.tga road1_end02_r.tga road1_end02_r.tga road1_end02_r.tga road1_end02_r.tga
Road1_End02_Dead_R,road1_end02_r_s.tga road1_end02_r_s.tga road1_end02_r_s.tga road1_end02_r.tga road1_end02_r.tga road1_end02_r.tga road1_end02_r.tga road1_end02_r.tga road1_end02_r.tga road1_end02_r.tga road1_end02_r.tga road1_end02_r.tga
Road1_4way_R,road1_4way_r_s.tga road1_4way_r_s.tga road1_4way_r_s.tga road1_4way_r.tga  road1_4way_r.tga  road1_4way_r.tga  road1_4way_r.tga  road1_4way_r.tga  road1_4way_r.tga  road1_4way_r.tga  road1_4way_r.tga  road1_4way_r.tga
Road1_4way_Dmg_R,road1_4way_r_s.tga road1_4way_r_s.tga road1_4way_r_s.tga road1_4way_r.tga  road1_4way_r.tga  road1_4way_r.tga  road1_4way_r.tga  road1_4way_r.tga  road1_4way_r.tga  road1_4way_r.tga  road1_4way_r.tga  road1_4way_r.tga
Road1_4way_Dead_R,road1_4way_r_s.tga road1_4way_r_s.tga road1_4way_r_s.tga road1_4way_r.tga  road1_4way_r.tga  road1_4way_r.tga  road1_4way_r.tga  road1_4way_r.tga  road1_4way_r.tga  road1_4way_r.tga  road1_4way_r.tga  road1_4way_r.tga
Road1_Piece_U,road1_piece_u_s.tga road1_piece_u_s.tga road1_piece_u_s.tga road1_piece_u.tga road1_piece_u.tga road1_piece_u.tga road1_piece_u.tga road1_piece_u.tga road1_piece_u.tga road1_piece_u.tga road1_piece_u.tga road1_piece_u.tga
Road1_Piece_Dmg_U,road1_piece_u_s.tga road1_piece_u_s.tga road1_piece_u_s.tga road1_piece_u.tga road1_piece_u.tga road1_piece_u.tga road1_piece_u.tga road1_piece_u.tga road1_piece_u.tga road1_piece_u.tga road1_piece_u.tga road1_piece_u.tga
Road1_Piece_Dead_U,road1_piece_u_s.tga road1_piece_u_s.tga road1_piece_u_s.tga road1_piece_u.tga road1_piece_u.tga road1_piece_u.tga road1_piece_u.tga road1_piece_u.tga road1_piece_u.tga road1_piece_u.tga road1_piece_u.tga road1_piece_u.tga
Road1_T_U,road1_t_u_s.tga road1_t_u_s.tga road1_t_u_s.tga road1_t_u.tga road1_t_u.tga road1_t_u.tga road1_t_u.tga road1_t_u.tga road1_t_u.tga road1_t_u.tga road1_t_u.tga road1_t_u.tga
Road1_T_Dmg_U,road1_t_u_s.tga road1_t_u_s.tga road1_t_u_s.tga road1_t_u.tga road1_t_u.tga road1_t_u.tga road1_t_u.tga road1_t_u.tga road1_t_u.tga road1_t_u.tga road1_t_u.tga road1_t_u.tga
Road1_T_Dead_U,road1_t_u_s.tga road1_t_u_s.tga road1_t_u_s.tga road1_t_u.tga road1_t_u.tga road1_t_u.tga road1_t_u.tga road1_t_u.tga road1_t_u.tga road1_t_u.tga road1_t_u.tga road1_t_u.tga
Road1_Elbow_U,road1_elbow_u_s.tga road1_elbow_u_s.tga road1_elbow_u_s.tga road1_elbow_u.tga road1_elbow_u.tga road1_elbow_u.tga road1_elbow_u.tga road1_elbow_u.tga road1_elbow_u.tga road1_elbow_u.tga road1_elbow_u.tga road1_elbow_u.tga
Road1_Elbow_Dmg_U,road1_elbow_u_s.tga road1_elbow_u_s.tga road1_elbow_u_s.tga road1_elbow_u.tga road1_elbow_u.tga road1_elbow_u.tga road1_elbow_u.tga road1_elbow_u.tga road1_elbow_u.tga road1_elbow_u.tga road1_elbow_u.tga road1_elbow_u.tga
Road1_Elbow_Dead_U,road1_elbow_u_s.tga road1_elbow_u_s.tga road1_elbow_u_s.tga road1_elbow_u.tga road1_elbow_u.tga road1_elbow_u.tga road1_elbow_u.tga road1_elbow_u.tga road1_elbow_u.tga road1_elbow_u.tga road1_elbow_u.tga road1_elbow_u.tga
Road1_End01_U,road1_end01_u_s.tga road1_end01_u_s.tga road1_end01_u_s.tga road1_end01_u.tga road1_end01_u.tga road1_end01_u.tga road1_end01_u.tga road1_end01_u.tga road1_end01_u.tga road1_end01_u.tga road1_end01_u.tga road1_end01_u.tga
Road1_End01_Dmg_U,road1_end01_u_s.tga road1_end01_u_s.tga road1_end01_u_s.tga road1_end01_u.tga road1_end01_u.tga road1_end01_u.tga road1_end01_u.tga road1_end01_u.tga road1_end01_u.tga road1_end01_u.tga road1_end01_u.tga road1_end01_u.tga
Road1_End01_Dead_U,road1_end01_u_s.tga road1_end01_u_s.tga road1_end01_u_s.tga road1_end01_u.tga road1_end01_u.tga road1_end01_u.tga road1_end01_u.tga road1_end01_u.tga road1_end01_u.tga road1_end01_u.tga road1_end01_u.tga road1_end01_u.tga
Road1_End02_U,road1_end02_u_s.tga road1_end02_u_s.tga road1_end02_u_s.tga road1_end02_u.tga road1_end02_u.tga road1_end02_u.tga road1_end02_u.tga road1_end02_u.tga road1_end02_u.tga road1_end02_u.tga road1_end02_u.tga road1_end02_u.tga 
Road1_End02_Dmg_U,road1_end02_u_s.tga road1_end02_u_s.tga road1_end02_u_s.tga road1_end02_u.tga road1_end02_u.tga road1_end02_u.tga road1_end02_u.tga road1_end02_u.tga road1_end02_u.tga road1_end02_u.tga road1_end02_u.tga road1_end02_u.tga 
Road1_End02_Dead_U,road1_end02_u_s.tga road1_end02_u_s.tga road1_end02_u_s.tga road1_end02_u.tga road1_end02_u.tga road1_end02_u.tga road1_end02_u.tga road1_end02_u.tga road1_end02_u.tga road1_end02_u.tga road1_end02_u.tga road1_end02_u.tga 
Road1_4way_U,road1_4way_u_s.tga road1_4way_u_s.tga road1_4way_u_s.tga road1_4way_u.tga road1_4way_u.tga road1_4way_u.tga road1_4way_u.tga road1_4way_u.tga road1_4way_u.tga road1_4way_u.tga road1_4way_u.tga road1_4way_u.tga
Road1_4way_Dmg_U,road1_4way_u_s.tga road1_4way_u_s.tga road1_4way_u_s.tga road1_4way_u.tga road1_4way_u.tga road1_4way_u.tga road1_4way_u.tga road1_4way_u.tga road1_4way_u.tga road1_4way_u.tga road1_4way_u.tga road1_4way_u.tga
Road1_4way_Dead_U,road1_4way_u_s.tga road1_4way_u_s.tga road1_4way_u_s.tga road1_4way_u.tga road1_4way_u.tga road1_4way_u.tga road1_4way_u.tga road1_4way_u.tga road1_4way_u.tga road1_4way_u.tga road1_4way_u.tga road1_4way_u.tga

Road2_Piece_R,road2_piece_r_s.tga road2_piece_r_s.tga road2_piece_r_s.tga road2_piece_r.tga road2_piece_r.tga road2_piece_r.tga road2_piece_r.tga road2_piece_r.tga road2_piece_r.tga road2_piece_r.tga road2_piece_r.tga road2_piece_r.tga 
