//NAME,CLASS,PARENT,INC ACCUM DEPTH,ANCHORNAME1,ANCHORTYPE1,ANCHORNAME2,ANCHORTYPE2,XOFF,YOFF,XOFF ANCHOR2,YOFF ANCHOR2,WIDTH,HEIGHT,SPRITE,FRAMESTYLE,BUTTONSTYLE,FONTSTYLE,TEXTJUST,XTEXTOFF,YTEXTOFF,LABEL,TOOLTIP,VERBOSE,NOMOUSE,CMDSTR,ARGSTR

// root widget,,,,,,,,,,,,,,,,,,,,,,,,,,
game_bottom_bkg_1,MetaSprite,game_bottom_bkg_1_cont,0,,SourceULTargetUL,,SourceLRTargetLR,0,0,0,0,-1,-1,spr_game_dash_1,,,,,0,0,,,,1,,""""""
game_bottom_bkg_2B,MetaSprite,game_bottom_bkg_artParent,0,game_bottom_bkg_1_cont,SourceLRTargetLL,,,0,0,0,0,512,173,spr_game_dash_2B,,,,,0,0,,,,1,,""""""
game_bottom_bkg_2T,MetaSprite,game_bottom_bkg_artParent,0,game_bottom_bkg_2B,SourceULTargetLL,,,0,0,0,0,512,135,spr_game_dash_2T,,,,,0,0,,,,1,,""""""
game_bottom_bkg_3,MetaSprite,game_bottom_bkg_artParent,0,game_bottom_bkg_2T,SourceURTargetUL,game_bottom_bkg_2B,SourceLRTargetLL,0,0,0,0,210,-1,spr_game_dash_3,,,,,0,0,,,,1,,""""""
game_bottom_bkg_4,MetaSprite,game_bottom_bkg_artParent,0,game_bottom_bkg_3,SourceURTargetUL,game_bottom_bkg_3,SourceLRTargetLL,0,0,0,0,176,-1,spr_game_dash_4,,,,,0,0,,,,1,,""""""
game_bottom_bkg_5_cont,Widget,game_bottom_bkg_artParent,0,,SourceLRTargetLR,,,0,0,0,0,301,338,,,,,,0,0,,,,1,,""""""
game_bottom_bkg_5_nopip,MetaSprite,game_bottom_bkg_5_cont,0,,SourceULTargetUL,,SourceLRTargetLR,0,0,0,0,-1,-1,spr_game_dash_5_nopip,,,,,0,0,,,,1,,""""""
game_bottom_bkg_5_pip,MetaSprite,game_bottom_bkg_5_cont,0,,SourceULTargetUL,,SourceLRTargetLR,0,0,0,0,-1,-1,spr_game_dash_5_pip,,,,,0,0,,,,1,,""""""
game_bottom_bkg_res_cont,Widget,game_bottom_bkg_artParent,0,game_bottom_bkg_4,SourceLRTargetLL,game_bottom_bkg_5_pip,SourceLLTargetLR,0,0,0,0,-1,314,,,,,,0,0,,,,1,,""""""
game_bottom_bkg_blockCursor1,Widget,game_bottom_bkg,0,game_bottom_bkg_1_cont,SourceULTargetUL,game_bottom_bkg_1_cont,SourceLRTargetLR,0,0,0,0,-1,-1,,,,,,0,0,,,,0,,"""moveBehindSibling=game_bottom_bkg_viewBkgParent"""
game_bottom_bkg_blockCursor2,Widget,game_bottom_bkg,0,game_bottom_bkg_5_cont,SourceULTargetUL,game_bottom_bkg_5_cont,SourceLRTargetLR,0,0,0,0,-1,-1,,,,,,0,0,,,,0,,"""moveBehindSibling=game_bottom_bkg_viewBkgParent"""
game_bottom_bkg_blockCursor3,Widget,game_bottom_bkg,0,game_bottom_bkg_2T,SourceULTargetUL,game_bottom_bkg_res_cont,SourceLRTargetLR,0,0,0,0,-1,-1,,,,,,0,0,,,,0,,"""moveBehindSibling=game_bottom_bkg_viewBkgParent"""

// resource slot backgrounds,,,,,,,,,,,,,,,,,,,,,,,,,,
game_bottom_bkg_res_spec1,MetaSprite,game_bottom_bkg_res_cont,0,,SourceULTargetUL,,SourceURTargetUR,0,0,0,0,-1,49,spr_game_dash_res_pop,,,,,0,0,,,,1,,""""""
game_bottom_bkg_res_spec2,MetaSprite,game_bottom_bkg_res_cont,0,,SourceULTargetUL,,SourceURTargetUR,0,0,0,0,-1,34,spr_game_dash_res_1,,,,,0,0,,,,1,,""""""
game_bottom_bkg_res_spec3,MetaSprite,game_bottom_bkg_res_cont,0,,SourceULTargetUL,,SourceURTargetUR,0,0,0,0,-1,34,spr_game_dash_res_2,,,,,0,0,,,,1,,""""""
game_bottom_bkg_res_nat1,MetaSprite,game_bottom_bkg_res_cont,0,,SourceULTargetUL,,SourceURTargetUR,0,0,0,0,-1,34,spr_game_dash_res_3,,,,,0,0,,,,1,,""""""
game_bottom_bkg_res_nat2,MetaSprite,game_bottom_bkg_res_cont,0,,SourceULTargetUL,,SourceURTargetUR,0,0,0,0,-1,34,spr_game_dash_res_4,,,,,0,0,,,,1,,""""""
game_bottom_bkg_res_nat3,MetaSprite,game_bottom_bkg_res_cont,0,,SourceULTargetUL,,SourceURTargetUR,0,0,0,0,-1,34,spr_game_dash_res_5,,,,,0,0,,,,1,,""""""
game_bottom_bkg_res_nat4,MetaSprite,game_bottom_bkg_res_cont,0,,SourceULTargetUL,,SourceURTargetUR,0,0,0,0,-1,34,spr_game_dash_res_6,,,,,0,0,,,,1,,""""""
game_bottom_bkg_res_nat5,MetaSprite,game_bottom_bkg_res_cont,0,,SourceULTargetUL,,SourceURTargetUR,0,0,0,0,-1,34,spr_game_dash_res_7,,,,,0,0,,,,1,,""""""
game_bottom_bkg_res_nat6,MetaSprite,game_bottom_bkg_res_cont,0,,SourceLLTargetLL,,SourceLRTargetLR,0,0,0,0,-1,35,spr_game_dash_res_8,,,,,0,0,,,,1,,""""""
game_bottom_bkg_res_spec3_empty,MetaSprite,game_bottom_bkg_res_cont,0,game_bottom_bkg_res_spec3,SourceULTargetUL,game_bottom_bkg_res_spec3,SourceLRTargetLR,0,0,0,0,-1,-1,spr_game_dash_res_2_empty,,,,,0,0,,,,1,,""""""
game_bottom_bkg_res_nat6_empty,MetaSprite,game_bottom_bkg_res_cont,0,game_bottom_bkg_res_nat6,SourceULTargetUL,game_bottom_bkg_res_nat6,SourceLRTargetLR,0,0,0,0,-1,-1,spr_game_dash_res_8_empty,,,,,0,0,,,,1,,""""""

// epoch progress bar,,,,,,,,,,,,,,,,,,,,,,,,,,
game_epoch_progress,Unknown,game_bottom_bkg_UIParent,0,,SourceLLTargetLL,,,380,-285,0,0,794,8,spr_game_epoch_progress,,,,,0,0,,tt_techtree_progress,vtt_techtree_progress,0,,""""""

// minimap goes here,,,,,,,,,,,,,,,,,,,,,,,,,,
game_minimap_container,Widget,game_bottom_bkg_viewportParent,0,game_bottom_bkg_1_cont,SourceLLTargetLL,,,7,-66,0,0,252,251,,,,,,0,0,,,,1,,""""""
game_minimap_bkg,Sprite,game_bottom_bkg_viewBkgParent,0,game_minimap_container,SourceULTargetUL,game_minimap_container,SourceLRTargetLR,-5,-5,5,5,-1,-1,spr_blackpixel,,,,,0,0,,,,1,,""""""

// minimap flares,,,,,,,,,,,,,,,,,,,,,,,,,,
game_minimap_flare_player,AnimatedSprite,,0,,,,,0,0,0,0,48,48,spr_flare_minimap_0,,,,,0,0,,,,1,,"""spriteNum=12 animLen=0.75"""
game_minimap_flare_attack,AnimatedSprite,,0,,,,,0,0,0,0,48,48,spr_flare_minimap_0,,,,,0,0,,,,1,,"""spriteNum=12 animLen=0.75"""
game_minimap_flare_capture,AnimatedSprite,,0,,,,,0,0,0,0,48,48,spr_flare_minimap_0,,,,,0,0,,,,1,,"""spriteNum=12 animLen=0.75"""
game_minimap_flare_script,AnimatedSprite,,0,,,,,0,0,0,0,48,48,spr_flare_minimap_0,,,,,0,0,,,,1,,"""spriteNum=12 animLen=0.75"""

// dash buttons,,,,,,,,,,,,,,,,,,,,,,,,,,
game_bottombuttons_techtree,Icon,game_bottom_bkg_UIParent,0,,SourceLLTargetLL,,,391,-194,0,0,73,73,spr_techtreebut,,TwoStateRollover,,,0,0,,tt_bottombutton_techtree,vtt_bottombutton_techtree,0,UI_ToggleTechTree,"""clickFlags=37 snd=sndsty_button_techtree"""
game_bottombuttons_diplomacy,Icon,game_bottom_bkg_UIParent,0,,SourceLLTargetLL,,,316,-178,0,0,73,73,spr_diplomacybut,,TwoStateRollover,,,0,0,,tt_bottombutton_diplomacy,vtt_bottombutton_diplomacy,0,ToggleDiplomacyScreen,"""clickFlags=5 snd=sndsty_button_buttonbar"""
game_bottombuttons_warplans,Icon,game_bottom_bkg_UIParent,0,,SourceLLTargetLL,,,284,-107,0,0,73,73,spr_warplansbut,,TwoStateRollover,,,0,0,,tt_bottombutton_warplans,vtt_bottombutton_warplans,0,"""LaunchFullmap Warplans""","""clickFlags=5 snd=sndsty_button_buttonbar"""
game_bottombuttons_citmanager,Icon,game_bottom_bkg_UIParent,0,,SourceLLTargetLL,,,316,-35,0,0,73,73,spr_citmanagerbut,,TwoStateRollover,,,0,0,,tt_bottombutton_citmanager,vtt_bottombutton_citmanager,0,"""LaunchFullmap CitizenManager""","""clickFlags=5 snd=sndsty_button_buttonbar"""
game_bottombuttons_crowns,Icon,game_bottom_bkg_UIParent,0,,SourceLLTargetLL,,,391,-17,0,0,73,73,spr_crownsbut,,TwoStateRollover,,,0,0,,tt_bottombutton_crowns,vtt_bottombutton_crowns,0,UI_ToggleCrowns,"""clickFlags=37 snd=sndsty_button_techtree"""

// buttons under minimap,,,,,,,,,,,,,,,,,,,,,,,,,,
game_bottombuttons_flare,MetaIcon,game_bottom_bkg_UIParent,0,,SourceLLTargetLL,,,2,-7,0,0,54,37,spr_flarebut,,TwoStateRollover,,,0,0,,tt_bottombutton_flare,vtt_bottombutton_flare,0,UI_StartMouseActionFlare,"""clickFlags=5 snd=sndsty_button_dash"""
game_bottombuttons_idlecit,MetaIcon,game_bottom_bkg_UIParent,0,game_bottombuttons_flare,SourceURTargetUL,,,0,0,0,0,54,37,spr_idlecitizenbut,,TwoStateRollover,,,0,0,,tt_bottombutton_idlecit,vtt_bottombutton_idlecit,0,"""CycleSelectAndCenterUnits UTA=IdleCitSelect idle""","""clickFlags=5 snd=sndsty_button_dash"""
game_bottombuttons_listenUp,MetaIcon,game_bottom_bkg_UIParent,0,game_bottombuttons_idlecit,SourceURTargetUL,,,0,0,0,0,54,37,spr_mmbut_listenup,,TwoStateRollover,,,0,0,,tt_bottombutton_mm_listenup,vtt_bottombutton_mm_listenup,0,CommandQueueListenUpGoGoGo,"""clickFlags=37 snd=sndsty_button_dash"""
game_bottombuttons_territories,MetaIcon,game_bottom_bkg_UIParent,0,game_bottombuttons_listenUp,SourceURTargetUL,,,0,0,0,0,54,37,spr_territoriesbut,,TwoStateRollover,,,0,0,,tt_bottombutton_territories,vtt_bottombutton_territories,0,Minimap_ToggleTerritories,"""clickFlags=37 snd=sndsty_button_dash"""
game_bottombuttons_mm_warplans,MetaIcon,game_bottom_bkg_UIParent,0,game_bottombuttons_territories,SourceURTargetUL,,,0,0,0,0,54,37,spr_mmbut_warplans,,TwoStateRollover,,,0,0,,tt_bottombutton_mm_warplans,vtt_bottombutton_mm_warplans,0,Minimap_ToggleWarplans,"""clickFlags=37 snd=sndsty_button_dash"""


// listen up gogogo icon,,,,,,,,,,,,,,,,,,,,,,,,,,
game_listenUp,Sprite,game_UIParent,0,,,,,10,60,0,0,64,64,icon_listenUp,,,,,0,0,,tt_listenUp,,1,CommandQueueListenUpGoGoGo,""""""

// crowns in buttons area (status widget does not ignore mouse for tooltip stuff),,,,,,,,,,,,,,,,,,,,,,,,,,
game_bottom_crown_status,Unknown,,0,,,,,0,0,0,0,2,2,,,,,,0,0,,,,0,,""""""
game_bottom_crown_cont,Widget,,0,,,,,0,0,0,0,2,2,,,,,,0,0,,,,1,,""""""
game_bottom_crown_shdw_cnt,Widget,,0,,SourceULTargetUL,,SourceLRTargetLR,0,0,0,0,-1,-1,,,,,,0,0,,,,1,,""""""
game_bottom_crown_fg_cnt,Widget,,1,,SourceULTargetUL,,SourceLRTargetLR,0,0,0,0,-1,-1,,,,,,0,0,,,,1,,""""""
game_bottom_crown_horiz,MetaSprite,game_bottom_crown_fg_cnt,0,,SourceULTargetUL,,SourceURTargetUR,0,26,0,0,-1,3,spr_game_techgrid_linehoriz,,,,,0,0,,,,1,,""""""
game_bottom_crown_horiz_shdw,Sprite,game_bottom_crown_shdw_cnt,0,game_bottom_crown_horiz,SourceLLTargetUL,game_bottom_crown_horiz,SourceLRTargetUR,0,0,0,0,-1,3,spr_game_techgrid_shadow,,,,,0,0,,,,1,,"""moveBehindWidget=game_bottom_crowns_horiz"""
game_bottom_crown_vert1,MetaSprite,game_bottom_crown_fg_cnt,0,game_bottom_crown_horiz,SourceLLTargetUL,,SourceLLTargetLL,77,0,0,0,3,-1,spr_game_crowngrid_linevert,,,,,0,0,,,,1,,""""""
game_bottom_crown_vert1_shdw,Sprite,game_bottom_crown_shdw_cnt,0,game_bottom_crown_vert1,SourceURTargetUL,game_bottom_crown_vert1,SourceLRTargetLL,0,0,0,0,3,-1,spr_game_techgrid_shadow,,,,,0,0,,,,1,,"""moveBehindWidget=game_bottom_crowns_vert1"""
game_bottom_crown_vert2,MetaSprite,game_bottom_crown_fg_cnt,0,game_bottom_crown_horiz,SourceLLTargetUL,,SourceLLTargetLL,157,0,0,0,3,-1,spr_game_crowngrid_linevert,,,,,0,0,,,,1,,""""""
game_bottom_crown_vert2_shdw,Sprite,game_bottom_crown_shdw_cnt,0,game_bottom_crown_vert2,SourceURTargetUL,game_bottom_crown_vert2,SourceLRTargetLL,0,0,0,0,3,-1,spr_game_techgrid_shadow,,,,,0,0,,,,1,,"""moveBehindWidget=game_bottom_crowns_vert2"""
game_bottom_crown_vert3,MetaSprite,game_bottom_crown_fg_cnt,0,game_bottom_crown_horiz,SourceLLTargetUL,,SourceLLTargetLL,237,0,0,0,3,-1,spr_game_crowngrid_linevert,,,,,0,0,,,,1,,""""""
game_bottom_crown_vert3_shdw,Sprite,game_bottom_crown_shdw_cnt,0,game_bottom_crown_vert3,SourceURTargetUL,game_bottom_crown_vert3,SourceLRTargetLL,0,0,0,0,3,-1,spr_game_techgrid_shadow,,,,,0,0,,,,1,,"""moveBehindWidget=game_bottom_crowns_vert3"""
game_bottom_crown_score,MetaText,game_bottom_crown_fg_cnt,0,,SourceULTargetUL,game_bottom_crown_horiz,SourceURTargetLR,0,0,0,0,-1,-1,,,,fs_meta2_med,LeftMid,8,0,,,,1,,""""""
game_bottom_crown_tech1,ProgressBar,game_bottom_crown_fg_cnt,0,game_bottom_crown_horiz,SourceLLTargetUL,game_bottom_crown_vert1,SourceLLTargetLR,3,3,-3,-3,-1,-1,spr_crownmeter_short,,,,,0,0,,,,1,,""""""
game_bottom_crown_tech2,ProgressBar,game_bottom_crown_fg_cnt,0,game_bottom_crown_vert1,SourceURTargetUL,game_bottom_crown_vert2,SourceLLTargetLR,3,3,-3,-3,-1,-1,spr_crownmeter_short,,,,,0,0,,,,1,,""""""
game_bottom_crown_tech3,ProgressBar,game_bottom_crown_fg_cnt,0,game_bottom_crown_vert2,SourceURTargetUL,game_bottom_crown_vert3,SourceLLTargetLR,3,3,-3,-3,-1,-1,spr_crownmeter_short,,,,,0,0,,,,1,,""""""
game_bottom_crown_tech4,ProgressBar,game_bottom_crown_fg_cnt,0,game_bottom_crown_vert3,SourceURTargetUL,,SourceLRTargetLR,3,3,-3,-3,-1,-1,spr_crownmeter_short,,,,,0,0,,,,1,,""""""

// crown timers (in upper-right),,,,,,,,,,,,,,,,,,,,,,,,,,
game_crown_timers,Unknown,game_UIParent,0,,SourceURTargetUR,,,-8,8,0,0,400,83,,,,,,0,0,,,,1,,""""""
game_crown_timer_bkg,Icon,,0,,,,,0,0,0,0,83,83,spr_crowns_timer_bkg,,,,,0,0,,,,0,,""""""
game_crown_timer_circle,ProgressCircular,,0,,,,,0,0,0,0,83,83,spr_crowns_timer_circle,,,,,0,0,,,,1,,""""""
game_crown_timer_military_icon,Sprite,,0,,,,,10,10,0,0,64,64,icon_crown_military,,,,,0,0,,,,1,,""""""
game_crown_timer_economic_icon,Sprite,,0,,,,,10,10,0,0,64,64,icon_crown_economic,,,,,0,0,,,,1,,""""""
game_crown_timer_imperial_icon,Sprite,,0,,,,,10,10,0,0,64,64,icon_crown_imperial,,,,,0,0,,,,1,,""""""


// Region power UI elements,,,,,,,,,,,,,,,,,,,,,,,,,,
game_regionpower,Unknown,game_bottom_bkg_UIParent,0,,SourceLLTargetLL,,,374,-108,0,0,73,73,,,TwoState,,,0,0,,,,0,"""UIRegionPower_ActivatePower""","""clickFlags=5 rolloverHilite"""
game_regionpower_progress,ProgressCircular,game_regionpower,0,,SourceULTargetUL,,SourceLRTargetLR,0,0,0,0,-1,-1,,,,,,0,0,,,,1,,"""emptySpriteOffset=2 CCW"""




/////////////////////////////////////////////////,,,,,,,,,,,,,,,,,,,,,,,,,,
// RESOURCES DISPLAY,,,,,,,,,,,,,,,,,,,,,,,,,,

// the resources widget,,,,,,,,,,,,,,,,,,,,,,,,,,
game_resources,Unknown,game_bottom_bkg_UIParent,0,game_bottom_bkg_res_cont,SourceLLTargetLL,game_bottom_bkg_res_cont,SourceLRTargetLR,0,0,0,0,-1,299,,,,,,0,0,,,,1,,""""""

// container widget for citizen-manager bound slots (does not ignore mouse for cursor update),,,,,,,,,,,,,,,,,,,,,,,,,,
game_resources_citmanager,Widget,game_resources,0,,SourceULTargetUL,,SourceLRTargetLR,0,0,0,0,-1,-1,,,,,,0,0,,,,0,,""""""

// slot for a resource which is not citizen-manager bound,,,,,,,,,,,,,,,,,,,,,,,,,,
game_resources_slot,Widget,game_resources,0,,SourceULTargetUL,,SourceURTargetUR,0,0,0,0,-1,33,,,,,,0,0,,,,0,,""""""

// slot for a resource which is citizen-manager bound,,,,,,,,,,,,,,,,,,,,,,,,,,
game_resources_slot_citman,Sprite,game_resources_citmanager,0,,SourceULTargetUL,,SourceURTargetUR,0,0,0,0,-1,33,,,,,,0,0,,,,0,,"""clickFlags=27"""

// child widgets for a single resource slot,,,,,,,,,,,,,,,,,,,,,,,,,,
game_resources_icon,Sprite,,0,,SourceULTargetUL,,,8,1,0,0,32,32,,,,,,0,0,,,,1,,""""""
game_resources_text,Text,,0,,SourceLRTargetLR,,,-5,-2,0,0,68,24,,,,fs_std_med_blackest,RightMid,3,0,,,,1,,"""markup"""
game_resources_pop_icon,Sprite,,0,,SourceULTargetUL,,,-1,1,0,0,32,32,,,,,,0,0,,,,1,,""""""
game_resources_pop_text,Text,,0,,SourceLRTargetLR,,,-5,-2,0,0,86,24,,,,fs_std_med_blackest,RightMid,3,0,,,,1,,"""markup"""


///////////////////////////////////////////////////////,,,,,,,,,,,,,,,,,,,,,,,,,,
// UNIT BUTTONS,,,,,,,,,,,,,,,,,,,,,,,,,,

// buttons widget,,,,,,,,,,,,,,,,,,,,,,,,,,
game_unitbuttons,Unknown,game_bottom_bkg_UIParent,0,,SourceLLTargetLL,,,471,-22,0,0,316,245,,,,,,0,0,,,,1,,""""""
game_unitbuttons_back_cnt,Widget,game_unitbuttons,0,,SourceULTargetUL,,SourceLRTargetLR,0,0,0,0,-1,-1,,,,,,0,0,,,,1,,""""""
