// NAME,DISPLAY NAME,PARENT FOLDER,IS FOLDER,LINK,ARGS
// GETTING STARTED,,,,,
eee_sb_systems_tribute,tx_eee_sb_system_tribute,eee_sb_systems_diplomacy_f,0,"""eee_contents_info_tribute""",""""""
eee_sb_systems_trade,tx_eee_sb_system_trade,eee_sb_systems_f,0,"""eee_contents_info_trade""",""""""
eee_sb_systems_healing,tx_eee_sb_system_healing,eee_sb_systems_f,0,"""eee_contents_tinfo_healing""",""""""
eee_sb_systems_coordattack,tx_eee_sb_systems_coordattack,eee_sb_systems_f,0,"""eee_contents_info_coordattack""",""""""
eee_sb_systems_specforces_f,tx_eee_sb_system_specforces,eee_sb_systems_f,1,"""eee_contents_info_specforces""",""""""
eee_sb_systems_priest,tx_eee_sb_system_priest,eee_sb_systems_specforces_f,0,"""eee_contents_tinfo_priest""",""""""
eee_sb_systems_spy,tx_eee_sb_system_spy,eee_sb_systems_specforces_f,0,"""eee_contents_tinfo_spy""",""""""
eee_sb_systems_nativetribes,tx_eee_sb_system_nativetribes,eee_sb_systems_f,0,"""eee_contents_tinfo_nativetribes""",""""""
eee_sb_systems_customciv,tx_eee_sb_ui_customciv,eee_sb_systems_f,0,"""eee_contents_tinfo_customciv""",""""""
eee_sb_systems_customforces,tx_eee_sb_ui_customforces,eee_sb_systems_f,0,"""eee_contents_tinfo_customforces""",""""""
// UNIT folder,,,,,
eee_sb_unit_f,tx_eee_sb_unit_root,"""""",1,"""eee_contents_info_unit""",""""""
eee_sb_unit_autocast,tx_eee_sb_unit_autocast,eee_sb_unit_f,0,"""eee_contents_info_autocast""",""""""
eee_sb_unit_construct,tx_eee_sb_unit_construct,eee_sb_unit_f,0,"""eee_contents_info_construct""",""""""
eee_sb_unit_ctrlgroups,tx_eee_sb_unit_ctrlgroups,eee_sb_unit_f,0,"""eee_contents_info_ctrlgroups""",""""""
eee_sb_unit_stances,tx_eee_sb_unit_stances,eee_sb_unit_f,0,"""eee_contents_tinfo_stances""",""""""
eee_sb_unit_orders,tx_eee_sb_unit_orders,eee_sb_unit_f,0,"""eee_contents_tinfo_orders""",""""""
//eee_sb_unit_upgrades,tx_eee_sb_unit_upgrades,eee_sb_unit_f,0,"""eee_contents_tinfo_upgrades""",""""""
eee_sb_unit_wonders_f,tx_eee_sb_unit_wonders,eee_sb_unit_f,1,"""eee_contents_info_wonders""",""""""
eee_sb_unit_wondersWE,tx_eee_sb_unit_wondersWE,eee_sb_unit_wonders_f,0,"""eee_contents_tinfo_wondersWE""",""""""
eee_sb_unit_wondersME,tx_eee_sb_unit_wondersME,eee_sb_unit_wonders_f,0,"""eee_contents_tinfo_wondersME""",""""""
eee_sb_unit_wondersFE,tx_eee_sb_unit_wondersFE,eee_sb_unit_wonders_f,0,"""eee_contents_tinfo_wondersFE""",""""""
eee_sb_unit_wondersAM,tx_eee_sb_unit_wondersAM,eee_sb_unit_wonders_f,0,"""eee_contents_tinfo_wondersAM""",""""""
eee_sb_unit_wondersAF,tx_eee_sb_unit_wondersAF,eee_sb_unit_wonders_f,0,"""eee_contents_tinfo_wondersAF""",""""""
eee_sb_unit_leader,tx_eee_sb_unit_leader,eee_sb_unit_f,0,"""eee_contents_info_leader""",""""""
eee_sb_unit_sleader,tx_eee_sb_unit_sleader,eee_sb_unit_f,0,"""eee_contents_tinfo_sleader""",""""""
eee_sb_unit_heroes,tx_eee_sb_unit_heroes,eee_sb_unit_f,0,"""eee_contents_tinfo_heroes""",""""""
// LAND units,,,,,
eee_sb_unit_land_f,tx_eee_sb_unit_land,"""eee_sb_unit_f""",1,"""eee_contents_info_landunits""",""""""
eee_sb_unit_land_mil_f,tx_eee_sb_unit_land_mil,"""eee_sb_unit_land_f""",1,"""eee_contents_info_landmilitary""",""""""
eee_sb_unit_land_sf_f,tx_eee_sb_unit_land_sf,"""eee_sb_unit_land_f""",1,"""eee_contents_info_landsf""",""""""
// SEA units,,,,,
eee_sb_unit_sea_f,tx_eee_sb_unit_sea,"""eee_sb_unit_f""",1,"""eee_contents_info_seaunits""",""""""
eee_sb_unit_sea_mil_f,tx_eee_sb_unit_sea_mil,"""eee_sb_unit_sea_f""",1,"""eee_contents_info_seamilitary""",""""""
eee_sb_unit_sea_sf_f,tx_eee_sb_unit_sea_sf,"""eee_sb_unit_sea_f""",1,"""eee_contents_info_seasf""",""""""
// AIR units,,,,,
eee_sb_unit_air_f,tx_eee_sb_unit_air,"""eee_sb_unit_f""",1,"""eee_contents_info_airunits""",""""""
eee_sb_unit_air_mil_f,tx_eee_sb_unit_air_mil,"""eee_sb_unit_air_f""",1,"""eee_contents_info_airmilitary""",""""""
eee_sb_unit_air_sf_f,tx_eee_sb_unit_air_sf,"""eee_sb_unit_air_f""",1,"""eee_contents_info_airsf""",""""""
// BUILDING units,,,,,
eee_sb_build_f,tx_eee_sb_build,"""eee_sb_unit_f""",1,"""eee_contents_info_buildings""",""""""
eee_sb_build_civ_f,tx_eee_sb_build_civ,"""eee_sb_build_f""",1,"""eee_contents_info_buildciv""",""""""
eee_sb_build_mil_f,tx_eee_sb_build_mil,"""eee_sb_build_f""",1,"""eee_contents_info_buildmil""",""""""
//////////////////////////////////////////////////////////////////////////,,,,,
// LAND UNITS,,,,,
//////////////////////////////////////////////////////////////////////////,,,,,
// military land units,,,,,
eee_sb_unit_land_li,tx_eee_sb_unit_land_li,"""eee_sb_unit_land_mil_f""",0,"""eee_contents_unittype""","""unitType=LightInfantry"""
eee_sb_unit_land_hi1,tx_eee_sb_unit_land_hi1,"""eee_sb_unit_land_mil_f""",0,"""eee_contents_unittype""","""unitType=HeavyInfantry1"""
eee_sb_unit_land_hi2,tx_eee_sb_unit_land_hi2,"""eee_sb_unit_land_mil_f""",0,"""eee_contents_unittype""","""unitType=HeavyInfantry2"""
eee_sb_unit_land_la1,tx_eee_sb_unit_land_la1,"""eee_sb_unit_land_mil_f""",0,"""eee_contents_unittype""","""unitType=LightArtillery1"""
eee_sb_unit_land_la2,tx_eee_sb_unit_land_la2,"""eee_sb_unit_land_mil_f""",0,"""eee_contents_unittype""","""unitType=LightArtillery2"""
eee_sb_unit_land_ha,tx_eee_sb_unit_land_ha,"""eee_sb_unit_land_mil_f""",0,"""eee_contents_unittype""","""unitType=HeavyArtillery"""
eee_sb_unit_land_lm1,tx_eee_sb_unit_land_lm1,"""eee_sb_unit_land_mil_f""",0,"""eee_contents_unittype""","""unitType=LightMounted1"""
eee_sb_unit_land_lm3,tx_eee_sb_unit_land_lm3,"""eee_sb_unit_land_mil_f""",0,"""eee_contents_unittype""","""unitType=LightMounted3"""
eee_sb_unit_land_lmT,tx_eee_sb_unit_land_lmT,"""eee_sb_unit_land_mil_f""",0,"""eee_contents_unittype""","""unitType=Tank"""
eee_sb_unit_land_hm1,tx_eee_sb_unit_land_hm1,"""eee_sb_unit_land_mil_f""",0,"""eee_contents_unittype""","""unitType=HeavyMounted1"""
eee_sb_unit_land_hm3,tx_eee_sb_unit_land_hm3,"""eee_sb_unit_land_mil_f""",0,"""eee_contents_unittype""","""unitType=HeavyMounted3"""
eee_sb_unit_land_hmT,tx_eee_sb_unit_land_hmT,"""eee_sb_unit_land_mil_f""",0,"""eee_contents_unittype""","""unitType=HeavyTank"""
// special land units,,,,,
eee_sb_unit_land_cit,tx_eee_sb_unit_land_cit,"""eee_sb_unit_land_sf_f""",0,"""eee_contents_unittype""","""unitType=CitizenM"""
eee_sb_unit_land_priest,tx_eee_sb_unit_land_priest,"""eee_sb_unit_land_sf_f""",0,"""eee_contents_unittype""","""unitType=Priest"""
eee_sb_unit_land_scout,tx_eee_sb_unit_land_scout,"""eee_sb_unit_land_sf_f""",0,"""eee_contents_unittype""","""unitType=Scout"""
eee_sb_unit_land_spy,tx_eee_sb_unit_land_spy,"""eee_sb_unit_land_sf_f""",0,"""eee_contents_unittype""","""unitType=Spy"""
eee_sb_unit_land_cart,tx_eee_sb_unit_land_cart,"""eee_sb_unit_land_sf_f""",0,"""eee_contents_unittype""","""unitType=TradeCart"""
eee_sb_unit_land_ram,tx_eee_sb_unit_land_ram,"""eee_sb_unit_land_sf_f""",0,"""eee_contents_unittype""","""unitType=Ram"""
eee_sb_unit_land_siege,tx_eee_sb_unit_land_siege,"""eee_sb_unit_land_sf_f""",0,"""eee_contents_unittype""","""unitType=SiegeTower"""
eee_sb_unit_land_hercelec,tx_eee_sb_unit_land_hercelec,"""eee_sb_unit_land_sf_f""",0,"""eee_contents_unittype""","""unitType=HercElecWarfare"""
eee_sb_unit_land_hercrepair,tx_eee_sb_unit_land_hercrepair,"""eee_sb_unit_land_sf_f""",0,"""eee_contents_unittype""","""unitType=HercRepair"""
eee_sb_unit_land_medic,tx_eee_sb_unit_land_medic,"""eee_sb_unit_land_sf_f""",0,"""eee_contents_unittype""","""unitType=Medic"""
eee_sb_unit_land_engineer,tx_eee_sb_unit_land_engineer,"""eee_sb_unit_land_sf_f""",0,"""eee_contents_unittype""","""unitType=Engineer"""
//////////////////////////////////////////////////////////////////////////,,,,,
// SEA UNITS,,,,,
//////////////////////////////////////////////////////////////////////////,,,,,
// military sea units,,,,,
eee_sb_unit_sea_galley,tx_eee_sb_unit_sea_galley,"""eee_sb_unit_sea_mil_f""",0,"""eee_contents_unittype""","""unitType=WarGalley"""
eee_sb_unit_sea_galleon,tx_eee_sb_unit_sea_galleon,"""eee_sb_unit_sea_mil_f""",0,"""eee_contents_unittype""","""unitType=Galleon"""
eee_sb_unit_sea_fsail,tx_eee_sb_unit_sea_fighter,"""eee_sb_unit_sea_mil_f""",0,"""eee_contents_unittype""","""unitType=FightingSail"""
eee_sb_unit_sea_frigate,tx_eee_sb_unit_sea_frigate,"""eee_sb_unit_sea_mil_f""",0,"""eee_contents_unittype""","""unitType=Frigate"""
eee_sb_unit_sea_sub,tx_eee_sb_unit_sea_sub,"""eee_sb_unit_sea_mil_f""",0,"""eee_contents_unittype""","""unitType=Submarine"""
eee_sb_unit_sea_destroyer,tx_eee_sb_unit_sea_destroyer,"""eee_sb_unit_sea_mil_f""",0,"""eee_contents_unittype""","""unitType=Destroyer"""
eee_sb_unit_sea_battle,tx_eee_sb_unit_sea_battle,"""eee_sb_unit_sea_mil_f""",0,"""eee_contents_unittype""","""unitType=Battleship"""
// special sea units,,,,,
eee_sb_unit_sea_merch,tx_eee_sb_unit_sea_merchant,"""eee_sb_unit_sea_sf_f""",0,"""eee_contents_unittype""","""unitType=MerchantShip"""
eee_sb_unit_sea_fishing,tx_eee_sb_unit_sea_fishing,"""eee_sb_unit_sea_sf_f""",0,"""eee_contents_unittype""","""unitType=FishingShip"""
eee_sb_unit_sea_cargo,tx_eee_sb_unit_sea_cargo,"""eee_sb_unit_sea_sf_f""",0,"""eee_contents_unittype""","""unitType=CargoShip"""
eee_sb_unit_sea_aircarrier,tx_eee_sb_unit_sea_aircarrier,"""eee_sb_unit_sea_sf_f""",0,"""eee_contents_unittype""","""unitType=AircraftCarrier"""
//////////////////////////////////////////////////////////////////////////,,,,,
// AIR UNITS,,,,,
//////////////////////////////////////////////////////////////////////////,,,,,
// military air units,,,,,
eee_sb_unit_air_fighter,tx_eee_sb_unit_air_fighter,"""eee_sb_unit_air_mil_f""",0,"""eee_contents_unittype""","""unitType=Fighter"""
eee_sb_unit_air_fbomber,tx_eee_sb_unit_air_fbomber,"""eee_sb_unit_air_mil_f""",0,"""eee_contents_unittype""","""unitType=FighterBomber"""
eee_sb_unit_air_bomber,tx_eee_sb_unit_air_bomber,"""eee_sb_unit_air_mil_f""",0,"""eee_contents_unittype""","""unitType=Bomber"""
eee_sb_unit_air_nbomber,tx_eee_sb_unit_air_nbomber,"""eee_sb_unit_air_mil_f""",0,"""eee_contents_unittype""","""unitType=NuclearBomber"""
eee_sb_unit_air_lm2,tx_eee_sb_unit_air_lm2,"""eee_sb_unit_air_mil_f""",0,"""eee_contents_unittype""","""unitType=LightMounted2"""
eee_sb_unit_air_hm2,tx_eee_sb_unit_air_hm2,"""eee_sb_unit_air_mil_f""",0,"""eee_contents_unittype""","""unitType=HeavyMounted2"""
// special air units,,,,,
eee_sb_unit_air_obs,tx_eee_sb_unit_air_obs,"""eee_sb_unit_air_sf_f""",0,"""eee_contents_unittype""","""unitType=ObservationBalloon"""
eee_sb_unit_air_noncom,tx_eee_sb_unit_air_noncom,"""eee_sb_unit_air_sf_f""",0,"""eee_contents_unittype""","""unitType=NonCombatAir2"""
eee_sb_unit_air_transheli,tx_eee_sb_unit_air_heli,"""eee_sb_unit_air_sf_f""",0,"""eee_contents_unittype""","""unitType=TransportHelicopter"""
eee_sb_unit_air_satellite,tx_eee_sb_unit_air_sat,"""eee_sb_unit_air_sf_f""",0,"""eee_contents_unittype""","""unitType=Satellite"""
//////////////////////////////////////////////////////////////////////////,,,,,
// BUILDING UNITS,,,,,
//////////////////////////////////////////////////////////////////////////,,,,,
// civilian buildings,,,,,
eee_sb_build_civ_bridge,tx_eee_sb_build_civ_bridge,"""eee_sb_build_civ_f""",0,"""eee_contents_unittype""","""unitType=Bridge"""
eee_sb_build_civ_citycenter,tx_eee_sb_build_civ_citycenter,"""eee_sb_build_civ_f""",0,"""eee_contents_unittype""","""unitType=CityCenter"""
eee_sb_build_civ_farm,tx_eee_sb_build_civ_farm,"""eee_sb_build_civ_f""",0,"""eee_contents_unittype""","""unitType=Farm"""
eee_sb_build_civ_house,tx_eee_sb_build_civ_house,"""eee_sb_build_civ_f""",0,"""eee_contents_unittype""","""unitType=House"""
eee_sb_build_civ_market,tx_eee_sb_build_civ_market,"""eee_sb_build_civ_f""",0,"""eee_contents_unittype""","""unitType=Market"""
eee_sb_build_civ_road,tx_eee_sb_build_civ_road,"""eee_sb_build_civ_f""",0,"""eee_contents_unittype""","""unitType=Road"""
eee_sb_build_civ_temple,tx_eee_sb_build_civ_temple,"""eee_sb_build_civ_f""",0,"""eee_contents_unittype""","""unitType=Temple"""
eee_sb_build_civ_university,tx_eee_sb_build_civ_university,"""eee_sb_build_civ_f""",0,"""eee_contents_unittype""","""unitType=University"""
eee_sb_build_mil_warehouse,tx_eee_sb_build_mil_warehouse,"""eee_sb_build_civ_f""",0,"""eee_contents_unittype""","""unitType=Warehouse"""
// military buildings,,,,,
eee_sb_build_mil_airdef,tx_eee_sb_build_mil_airdef,"""eee_sb_build_mil_f""",0,"""eee_contents_unittype""","""unitType=AirDefense"""
eee_sb_build_mil_airport,tx_eee_sb_build_mil_airport,"""eee_sb_build_mil_f""",0,"""eee_contents_unittype""","""unitType=Airport"""
eee_sb_build_mil_airport2,tx_eee_sb_build_mil_airport2,"""eee_sb_build_mil_f""",0,"""eee_contents_unittype""","""unitType=Airport2"""
eee_sb_build_mil_barracks,tx_eee_sb_build_mil_barracks,"""eee_sb_build_mil_f""",0,"""eee_contents_unittype""","""unitType=Barracks"""
eee_sb_build_mil_coastdef,tx_eee_sb_build_mil_coastdef,"""eee_sb_build_mil_f""",0,"""eee_contents_unittype""","""unitType=CoastalDefense"""
eee_sb_build_mil_dock,tx_eee_sb_build_mil_dock,"""eee_sb_build_mil_f""",0,"""eee_contents_unittype""","""unitType=Dock"""
eee_sb_build_mil_fortress,tx_eee_sb_build_mil_fortress,"""eee_sb_build_mil_f""",0,"""eee_contents_unittype""","""unitType=Fortress"""
eee_sb_build_mil_outpost,tx_eee_sb_build_mil_outpost,"""eee_sb_build_mil_f""",0,"""eee_contents_unittype""","""unitType=Outpost"""
eee_sb_build_civ_palisade,tx_eee_sb_build_civ_palisade,"""eee_sb_build_mil_f""",0,"""eee_contents_unittype""","""unitType=Palisade"""
eee_sb_build_mil_stable,tx_eee_sb_build_mil_stable,"""eee_sb_build_mil_f""",0,"""eee_contents_unittype""","""unitType=Stable"""
eee_sb_build_civ_wall,tx_eee_sb_build_civ_wall,"""eee_sb_build_mil_f""",0,"""eee_contents_unittype""","""unitType=Wall"""
eee_sb_build_civ_mill,tx_eee_sb_build_civ_mill,"""eee_sb_build_mil_f""",0,"""eee_contents_unittype""","""unitType=Mill"""
eee_sb_build_civ_silo,tx_eee_sb_build_civ_silo,"""eee_sb_build_mil_f""",0,"""eee_contents_unittype""","""unitType=Missile_Silo"""
eee_sb_build_civ_herc,tx_eee_sb_build_civ_herc,"""eee_sb_build_mil_f""",0,"""eee_contents_unittype""","""unitType=HercFacility"""
//////////////////////////////////////////////////////////////////////////,,,,,
// CIVILIZATION UNIQUE UNITS,,,,,
//////////////////////////////////////////////////////////////////////////,,,,,
eee_sb_unique_f,tx_eee_sb_uu,"""eee_sb_unit_f""",1,"""eee_contents_info_unique""",""""""
// american unique units,,,,,
eee_sb_unique_american_f,tx_eee_sb_uu_american,"""eee_sb_unique_f""",1,"""eee_contents_info_american""",""""""
