//NAME,FILENAME,VOLUME,LOOP,MAX_INSTANCES,PITCH_VARIATION,DRY,WET
v_PrAgreed01,PrAgreed01.mp3,1,0,0,0,1,0
v_PrAttack01,PrAttack01.mp3,1,0,0,0,1,0
v_PrChangeFormation01,PrChangeFormation01.mp3,1,0,0,0,1,0
v_PrChangeFormation03,PrChangeFormation03.mp3,1,0,0,0,1,0
v_PrCharge01,PrCharge01.mp3,1,0,0,0,1,0
v_PrFire03,PrFire03.mp3,1,0,0,0,1,0
v_PrGetThem02,PrGetThem02.mp3,1,0,0,0,1,0
v_PrOpenFire02,PrOpenFire02.mp3,1,0,0,0,1,0
v_PrRally02,PrRally02.mp3,1,0,0,0,1,0




v_Advance01,Advance01.mp3,1,0,0,0,1,0
v_Agreed01,Agreed01.mp3,1,0,0,0,1,0
v_Attack01,Attack01.mp3,1,0,0,0,1,0
v_ChangeFormation01,ChangeFormation01.mp3,1,0,0,0,1,0
v_ChangeFormation03,ChangeFormation03.mp3,1,0,0,0,1,0
v_Charge01,Charge01.mp3,1,0,0,0,1,0
v_Fire03,Fire03.mp3,1,0,0,0,1,0
v_GetThem02,GetThem02.mp3,1,0,0,0,1,0
v_OpenFire02,OpenFire02.mp3,1,0,0,0,1,0
v_Rally02,Rally02.mp3,1,0,0,0,1,0





v_BrAdvance01,BrAdvance01.mp3,1,0,0,0,1,0
v_BrAgreed01,BrAgreed01.mp3,1,0,0,0,1,0
v_BrAttack01,BrAttack01.mp3,1,0,0,0,1,0
v_BrChangeFormation01,BrChangeFormation01.mp3,1,0,0,0,1,0
v_BrChangeFormation03,BrChangeFormation03.mp3,1,0,0,0,1,0
v_BrCharge01,BrCharge01.mp3,1,0,0,0,1,0
v_BrFire03,BrFire03.mp3,1,0,0,0,1,0
v_BrGetThem02,BrGetThem02.mp3,1,0,0,0,1,0
v_BrOpenFire02,BrOpenFire02.mp3,1,0,0,0,1,0
v_BrRally02,BrRally02.mp3,1,0,0,0,1,0




v_FrAdvance01,FrAdvance01.mp3,1,0,0,0,1,0
v_FrAgreed01,FrAgreed01.mp3,1,0,0,0,1,0
v_FrAttack01,FrAttack01.mp3,1,0,0,0,1,0
v_FrChangeFormation01,FrChangeFormation01.mp3,1,0,0,0,1,0
v_FrCharge01,FrCharge01.mp3,1,0,0,0,1,0
v_FrFire03,FrFire03.mp3,1,0,0,0,1,0
v_FrGetThem02,FrGetThem02.mp3,1,0,0,0,1,0
v_FrOpenFire02,FrOpenFire02.mp3,1,0,0,0,1,0
v_FrRally02,FrRally02.mp3,1,0,0,0,1,0






v_OtAdvance01,OtAdvance01.mp3,1,0,0,0,1,0
v_OtAgreed01,OtAgreed01.mp3,1,0,0,0,1,0
v_OtAttack01,OtAttack01.mp3,1,0,0,0,1,0
v_OtChangeFormation01,OtChangeFormation01.mp3,1,0,0,0,1,0
v_OtCharge01,OtCharge01.mp3,1,0,0,0,1,0
v_OtFire03,OtFire03.mp3,1,0,0,0,1,0
v_OtGetThem02,OtGetThem02.mp3,1,0,0,0,1,0
v_OtOpenFire02,OtOpenFire02.mp3,1,0,0,0,1,0
v_OtRally02,OtRally02.mp3,1,0,0,0,1,0


//CITIZEN - MIDDLE EAST,,,,,,,
//v_cit_f_att_01_me,v_cit_f_att_01_me.mp3,0.75,0,0,0,1,0
//v_cit_f_att_02_me,v_cit_f_att_02_me.mp3,0.75,0,0,0,1,0
//v_cit_f_ack_01_me,v_cit_f_ack_01_me.mp3,0.75,0,0,0,1,0
//v_cit_f_ack_02_me,v_cit_f_ack_02_me.mp3,0.75,0,0,0,1,0
//v_cit_f_ack_03_me,v_cit_f_ack_03_me.mp3,0.75,0,0,0,1,0
//v_cit_f_ack_04_me,v_cit_f_ack_04_me.mp3,0.75,0,0,0,1,0
//v_cit_f_sel_01_me,v_cit_f_sel_01_me.mp3,0.75,0,0,0,1,0
//v_cit_f_sel_02_me,v_cit_f_sel_02_me.mp3,0.75,0,0,0,1,0
//v_cit_f_sel_03_me,v_cit_f_sel_03_me.mp3,0.75,0,0,0,1,0
//v_cit_f_sel_04_me,v_cit_f_sel_04_me.mp3,0.75,0,0,0,1,0
//v_cit_m_att_01_me,v_cit_m_att_01_me.mp3,0.75,0,0,0,1,0
//v_cit_m_att_02_me,v_cit_m_att_02_me.mp3,0.75,0,0,0,1,0
//v_cit_m_ack_01_me,v_cit_m_ack_01_me.mp3,0.75,0,0,0,1,0
//v_cit_m_ack_02_me,v_cit_m_ack_02_me.mp3,0.75,0,0,0,1,0
//v_cit_m_ack_03_me,v_cit_m_ack_03_me.mp3,0.75,0,0,0,1,0
//v_cit_m_ack_04_me,v_cit_m_ack_04_me.mp3,0.75,0,0,0,1,0
//v_cit_m_sel_01_me,v_cit_m_sel_01_me.mp3,0.75,0,0,0,1,0
//v_cit_m_sel_02_me,v_cit_m_sel_02_me.mp3,0.75,0,0,0,1,0
//v_cit_m_sel_03_me,v_cit_m_sel_03_me.mp3,0.75,0,0,0,1,0
//v_cit_m_sel_04_me,v_cit_m_sel_04_me.mp3,0.75,0,0,0,1,0

v_cit_f_att_01_me,ottomansfattack.wav,0.75,0,0,0,1,0
v_cit_f_att_02_me,ottomansfattack.wav,0.75,0,0,0,1,0
v_cit_f_ack_01_me,ottomansfmove1.wav,0.75,0,0,0,1,0
v_cit_f_ack_02_me,ottomansfmove2.wav,0.75,0,0,0,1,0
v_cit_f_ack_03_me,ottomansfmove3.wav,0.75,0,0,0,1,0
v_cit_f_ack_04_me,ottomansfmove4.wav,0.75,0,0,0,1,0
v_cit_f_sel_01_me,ottomansfselect1.wav,0.75,0,0,0,1,0
v_cit_f_sel_02_me,ottomansfselect2.wav,0.75,0,0,0,1,0
v_cit_f_sel_03_me,ottomansfselect3.wav,0.75,0,0,0,1,0
v_cit_f_sel_04_me,ottomansfselect4.wav,0.75,0,0,0,1,0
v_cit_m_att_01_me,ottomansmattack.wav,0.75,0,0,0,1,0
v_cit_m_att_02_me,ottomansmattack.wav,0.75,0,0,0,1,0
v_cit_m_ack_01_me,ottomansmmove1.wav,0.75,0,0,0,1,0
v_cit_m_ack_02_me,ottomansmmove2.wav,0.75,0,0,0,1,0
v_cit_m_ack_03_me,ottomansmmove3.wav,0.75,0,0,0,1,0
v_cit_m_ack_04_me,ottomansmmove4.wav,0.75,0,0,0,1,0
v_cit_m_sel_01_me,ottomansmselect1.wav,0.75,0,0,0,1,0
v_cit_m_sel_02_me,ottomansmselect2.wav,0.75,0,0,0,1,0
v_cit_m_sel_03_me,ottomansmselect3.wav,0.75,0,0,0,1,0
v_cit_m_sel_04_me,ottomansmselect4.wav,0.75,0,0,0,1,0



//CITIZEN - FAR EAST,,,,,,,
//v_cit_f_att_01_fe,v_cit_f_att_01_fe.mp3,0.75,0,0,0,1,0
//v_cit_f_att_02_fe,v_cit_f_att_02_fe.mp3,0.75,0,0,0,1,0
//v_cit_f_ack_01_fe,v_cit_f_ack_01_fe.mp3,0.75,0,0,0,1,0
//v_cit_f_ack_02_fe,v_cit_f_ack_02_fe.mp3,0.75,0,0,0,1,0
//v_cit_f_ack_03_fe,v_cit_f_ack_03_fe.mp3,0.75,0,0,0,1,0
//v_cit_f_ack_04_fe,v_cit_f_ack_04_fe.mp3,0.75,0,0,0,1,0
//v_cit_f_sel_01_fe,v_cit_f_sel_01_fe.mp3,0.75,0,0,0,1,0
//v_cit_f_sel_02_fe,v_cit_f_sel_02_fe.mp3,0.75,0,0,0,1,0
//v_cit_f_sel_03_fe,v_cit_f_sel_03_fe.mp3,0.75,0,0,0,1,0
//v_cit_f_sel_04_fe,v_cit_f_sel_04_fe.mp3,0.75,0,0,0,1,0
//v_cit_m_att_01_fe,v_cit_m_att_01_fe.mp3,0.75,0,0,0,1,0
//v_cit_m_att_02_fe,v_cit_m_att_02_fe.mp3,0.75,0,0,0,1,0
//v_cit_m_ack_01_fe,v_cit_m_ack_01_fe.mp3,0.75,0,0,0,1,0
//v_cit_m_ack_02_fe,v_cit_m_ack_02_fe.mp3,0.75,0,0,0,1,0
//v_cit_m_ack_03_fe,v_cit_m_ack_03_fe.mp3,0.75,0,0,0,1,0
//v_cit_m_ack_04_fe,v_cit_m_ack_04_fe.mp3,0.75,0,0,0,1,0
//v_cit_m_sel_01_fe,v_cit_m_sel_01_fe.mp3,0.75,0,0,0,1,0
//v_cit_m_sel_02_fe,v_cit_m_sel_02_fe.mp3,0.75,0,0,0,1,0
//v_cit_m_sel_03_fe,v_cit_m_sel_03_fe.mp3,0.75,0,0,0,1,0
//v_cit_m_sel_04_fe,v_cit_m_sel_04_fe.mp3,0.75,0,0,0,1,0

v_cit_f_att_01_fe,ChineseVillagerF_Attack.wav,0.75,0,0,0,1,0
v_cit_f_att_02_fe,ChineseVillagerF_Attack.wav,0.75,0,0,0,1,0
v_cit_f_ack_01_fe,ChineseVillagerF_Move1.wav,0.75,0,0,0,1,0
v_cit_f_ack_02_fe,ChineseVillagerF_Move2.wav,0.75,0,0,0,1,0
v_cit_f_ack_03_fe,ChineseVillagerF_Move3.wav,0.75,0,0,0,1,0
v_cit_f_ack_04_fe,ChineseVillagerF_Move4.wav,0.75,0,0,0,1,0
v_cit_f_sel_01_fe,ChineseVillagerF_Select1.wav,0.75,0,0,0,1,0
v_cit_f_sel_02_fe,ChineseVillagerF_Select2.wav,0.75,0,0,0,1,0
v_cit_f_sel_03_fe,ChineseVillagerF_Select3.wav,0.75,0,0,0,1,0
v_cit_f_sel_04_fe,ChineseVillagerF_Select4.wav,0.75,0,0,0,1,0
v_cit_m_att_01_fe,ChineseVillagerM_Attack.wav,0.75,0,0,0,1,0
v_cit_m_att_02_fe,ChineseVillagerM_Attack.wav,0.75,0,0,0,1,0
v_cit_m_ack_01_fe,ChineseVillagerM_Move1.wav,0.75,0,0,0,1,0
v_cit_m_ack_02_fe,ChineseVillagerM_Move2.wav,0.75,0,0,0,1,0
v_cit_m_ack_03_fe,ChineseVillagerM_Move3.wav,0.75,0,0,0,1,0
v_cit_m_ack_04_fe,ChineseVillagerM_Move4.wav,0.75,0,0,0,1,0
v_cit_m_sel_01_fe,ChineseVillagerM_Select1.wav,0.75,0,0,0,1,0
v_cit_m_sel_02_fe,ChineseVillagerM_Select2.wav,0.75,0,0,0,1,0
v_cit_m_sel_03_fe,ChineseVillagerM_Select3.wav,0.75,0,0,0,1,0
v_cit_m_sel_04_fe,ChineseVillagerM_Select4.wav,0.75,0,0,0,1,0
v_cit_m_mine_01_fe,ChineseVillagerM_Gather.wav,0.75,0,0,0,1,0
v_cit_m_build_01_fe,ChineseVillagerM_Build.wav,0.75,0,0,0,1,0

//CITIZEN - AMERICAN,,,,,,,
//v_cit_f_att_01_am,v_cit_f_att_01_am.mp3,0.75,0,0,0,1,0
//v_cit_f_att_02_am,v_cit_f_att_02_am.mp3,0.75,0,0,0,1,0
//v_cit_f_ack_01_am,v_cit_f_ack_01_am.mp3,0.75,0,0,0,1,0
//v_cit_f_ack_02_am,v_cit_f_ack_02_am.mp3,0.75,0,0,0,1,0
//v_cit_f_ack_03_am,v_cit_f_ack_03_am.mp3,0.75,0,0,0,1,0
//v_cit_f_ack_04_am,v_cit_f_ack_04_am.mp3,0.75,0,0,0,1,0
//v_cit_f_sel_01_am,v_cit_f_sel_01_am.mp3,0.75,0,0,0,1,0
//v_cit_f_sel_02_am,v_cit_f_sel_02_am.mp3,0.75,0,0,0,1,0
//v_cit_f_sel_03_am,v_cit_f_sel_03_am.mp3,0.75,0,0,0,1,0
//v_cit_f_sel_04_am,v_cit_f_sel_04_am.mp3,0.75,0,0,0,1,0
//v_cit_m_att_01_am,v_cit_m_att_01_am.mp3,0.75,0,0,0,1,0
//v_cit_m_att_02_am,v_cit_m_att_02_am.mp3,0.75,0,0,0,1,0
//v_cit_m_ack_01_am,v_cit_m_ack_01_am.mp3,0.75,0,0,0,1,0
//v_cit_m_ack_02_am,v_cit_m_ack_02_am.mp3,0.75,0,0,0,1,0
//v_cit_m_ack_03_am,v_cit_m_ack_03_am.mp3,0.75,0,0,0,1,0
//v_cit_m_ack_04_am,v_cit_m_ack_04_am.mp3,0.75,0,0,0,1,0
//v_cit_m_sel_01_am,v_cit_m_sel_01_am.mp3,0.75,0,0,0,1,0
//v_cit_m_sel_02_am,v_cit_m_sel_02_am.mp3,0.75,0,0,0,1,0
//v_cit_m_sel_03_am,v_cit_m_sel_03_am.mp3,0.75,0,0,0,1,0
//v_cit_m_sel_04_am,v_cit_m_sel_04_am.mp3,0.75,0,0,0,1,0

v_cit_f_att_01_am,spanishsfattack.wav,0.75,0,0,0,1,0
v_cit_f_att_02_am,spanishsfattack.wav,0.75,0,0,0,1,0
v_cit_f_ack_01_am,spanishsfmove1.wav,0.75,0,0,0,1,0
v_cit_f_ack_02_am,spanishsfmove2.wav,0.75,0,0,0,1,0
v_cit_f_ack_03_am,spanishsfmove3.wav,0.75,0,0,0,1,0
v_cit_f_ack_04_am,spanishsfmove4.wav,0.75,0,0,0,1,0
v_cit_f_sel_01_am,spanishsfselect1.wav,0.75,0,0,0,1,0
v_cit_f_sel_02_am,spanishsfselect2.wav,0.75,0,0,0,1,0
v_cit_f_sel_03_am,spanishsfselect3.wav,0.75,0,0,0,1,0
v_cit_f_sel_04_am,spanishsfselect4.wav,0.75,0,0,0,1,0
v_cit_m_att_01_am,spanishsmattack.wav,0.75,0,0,0,1,0
v_cit_m_att_02_am,spanishsmattack.wav,0.75,0,0,0,1,0
v_cit_m_ack_01_am,spanishsmmove1.wav,0.75,0,0,0,1,0
v_cit_m_ack_02_am,spanishsmmove2.wav,0.75,0,0,0,1,0
v_cit_m_ack_03_am,spanishsmmove3.wav,0.75,0,0,0,1,0
v_cit_m_ack_04_am,spanishsmmove4.wav,0.75,0,0,0,1,0
v_cit_m_sel_01_am,spanishsmselect1.wav,0.75,0,0,0,1,0
v_cit_m_sel_02_am,spanishsmselect2.wav,0.75,0,0,0,1,0
v_cit_m_sel_03_am,spanishsmselect3.wav,0.75,0,0,0,1,0
v_cit_m_sel_04_am,spanishsmselect4.wav,0.75,0,0,0,1,0


//CITIZEN - WESTERN,,,,,,,
v_cit_f_att_01_we,v_cit_f_att_01_we.mp3,0.75,0,0,0,1,0
v_cit_f_att_02_we,v_cit_f_att_02_we.mp3,0.75,0,0,0,1,0
v_cit_f_ack_01_we,v_cit_f_ack_01_we.mp3,0.75,0,0,0,1,0
v_cit_f_ack_02_we,v_cit_f_ack_02_we.mp3,0.75,0,0,0,1,0
v_cit_f_ack_03_we,v_cit_f_ack_03_we.mp3,0.75,0,0,0,1,0
v_cit_f_ack_04_we,v_cit_f_ack_04_we.mp3,0.75,0,0,0,1,0
v_cit_f_sel_01_we,v_cit_f_sel_01_we.mp3,0.75,0,0,0,1,0
v_cit_f_sel_02_we,v_cit_f_sel_02_we.mp3,0.75,0,0,0,1,0
v_cit_f_sel_03_we,v_cit_f_sel_03_we.mp3,0.75,0,0,0,1,0
v_cit_f_sel_04_we,v_cit_f_sel_04_we.mp3,0.75,0,0,0,1,0
v_cit_m_att_01_we,v_cit_m_att_01_we.mp3,0.75,0,0,0,1,0
v_cit_m_att_02_we,v_cit_m_att_02_we.mp3,0.75,0,0,0,1,0
v_cit_m_ack_01_we,v_cit_m_ack_01_we.mp3,0.75,0,0,0,1,0
v_cit_m_ack_02_we,v_cit_m_ack_02_we.mp3,0.75,0,0,0,1,0
v_cit_m_ack_03_we,v_cit_m_ack_03_we.mp3,0.75,0,0,0,1,0
v_cit_m_ack_04_we,v_cit_m_ack_04_we.mp3,0.75,0,0,0,1,0
v_cit_m_sel_01_we,v_cit_m_sel_01_we.mp3,0.75,0,0,0,1,0
v_cit_m_sel_02_we,v_cit_m_sel_02_we.mp3,0.75,0,0,0,1,0
v_cit_m_sel_03_we,v_cit_m_sel_03_we.mp3,0.75,0,0,0,1,0
v_cit_m_sel_04_we,v_cit_m_sel_04_we.mp3,0.75,0,0,0,1,0
// SOUND EFFECTS,,,,,,,
// DEATH SCREAMS,,,,,,,
fx_death_male_01,fx_death_male_01.mp3,0.5,0,0,0,1,0
fx_death_male_02,fx_death_male_02.mp3,0.5,0,0,0,1,0
fx_death_male_03,fx_death_male_03.mp3,0.5,0,0,0,1,0
fx_death_male_04,fx_death_male_04.mp3,0.5,0,0,0,1,0
fx_death_male_05,fx_death_male_05.mp3,0.5,0,0,0,1,0
fx_death_male_06,fx_death_male_06.mp3,0.5,0,0,0,1,0
fx_death_male_07,fx_death_male_07.mp3,0.5,0,0,0,1,0
fx_death_female_01,fx_death_female_01.mp3,0.5,0,0,0,1,0
fx_death_female_02,fx_death_female_02.mp3,0.5,0,0,0,1,0
fx_death_female_03,fx_death_female_03.mp3,0.5,0,0,0,1,0
fx_death_female_04,fx_death_female_04.mp3,0.5,0,0,0,1,0

// ANIMALS,,,,,,,
fx_animal_camel_sel_01,fx_animal_camel_sel_01.mp3,1,0,2,0,1,0
fx_animal_camel_sel_02,fx_animal_camel_sel_02.mp3,1,0,2,0,1,0
fx_animal_camel_die_01,fx_animal_camel_die_01.mp3,1,0,2,0,1,0

fx_animal_cow_sel_01,fx_animal_cow_sel_01.mp3,1,0,2,0,1,0
fx_animal_cow_sel_02,fx_animal_cow_sel_02.mp3,1,0,2,0,1,0
fx_animal_cow_die_01,fx_animal_cow_die_01.mp3,1,0,2,0,1,0

fx_animal_boar_die_01,fx_animal_boar_die_01.mp3,1,0,2,0,1,0
fx_animal_boar_sel_01,fx_animal_boar_sel_01.mp3,1,0,2,0,1,0

fx_animal_tiger_sel_01,fx_animal_tiger_sel_01.mp3,1,0,2,0,1,0
fx_animal_tiger_die_01,fx_animal_tiger_die_01.mp3,1,0,2,0,1,0

fx_animal_deer_sel_01,fx_animal_deer_sel_01.mp3,1,0,2,0,1,0
fx_animal_deer_die_01,fx_animal_deer_die_01.mp3,1,0,2,0,1,0

fx_animal_goat_sel_01,fx_animal_goat_sel_01.mp3,1,0,2,0,1,0
fx_animal_goat_die_01,fx_animal_goat_die_01.mp3,1,0,2,0,1,0

fx_animal_llama_sel_01,fx_animal_llama_sel_01.mp3,1,0,2,0,1,0
fx_animal_llama_die_01,fx_animal_llama_die_01.mp3,1,0,2,0,1,0

fx_animal_wolf_sel_01,fx_animal_wolf_sel_01.mp3,1,0,2,0,1,0
fx_animal_wolf_sel_02,fx_animal_wolf_sel_02.mp3,1,0,2,0,1,0
fx_animal_wolf_die_01,fx_animal_wolf_die_01.mp3,1,0,2,0,1,0

fx_animal_elephant_sel_01,fx_animal_elephant_sel_01.mp3,1,0,2,0,1,0
fx_animal_elephant_die_01,fx_animal_elephant_die_01.mp3,1,0,2,0,1,0

// THUNDER AND LIGHTNING SOUNDS,,,,,,,
fx_thunder_rumble_distant,fx_thunder_rumble_distant.mp3,1,0,0,0,1,0
fx_thunder_crack,fx_thunder_crack.mp3,1,0,0,0,1,0
fx_thunder_crack_02,fx_thunder_crack_02.mp3,1,0,0,0,1,0
fx_thunder_crack_03,fx_thunder_crack_03.mp3,1,0,0,0,1,0
fx_lightning_strike,fx_lightning_strike.mp3,2,0,0,0,1,0

// ATTACK SOUNDS,,,,,,,
fx_battle_mgunnest13,fx_wea_heavy_mgun2_1.wav,1.2,0,4,0,1,1
fx_priest_convert,fx_priest_convert.mp3,0.7,0,4,0,1,0
fx_howitzer_fire1,fx_howitzer_fire1.mp3,1.0,0,4,0,1,0
fx_battle_flamefr_fire,fx_battle_flamefr_fire.mp3,1.0,0,4,0.05,1,1

// ATTACK SOUNDS,,,,,,,
fx_nuclear_siren2,fx_nuclear_siren_15.mp3,0.5,0,0,0,1,0
fx_battle_hwacha,fx_battle_hwacha.mp3,0.65,0,4,0,1,1
fx_battle_torp_launch,fx_battle_torp_launch.mp3,0.65,0,4,0.05,1,1
fx_battle_bombard_fire,fx_battle_bombard_fire.mp3,0.7,0,4,0,1,1
fx_battle_objforce_fire,fx_battle_objforce_fire.mp3,0.5,0,4,0,1,1
fx_battle_assrifle_fire,fx_battle_assrifle_fire.mp3,1,0,4,0,1,1
fx_battle_minigun_fire,fx_battle_minigun_fire.mp3,0.5,0,4,0,1,1
fx_battle_machineguntank_fire,fx_battle_machineguntank_fire.mp3,1,0,4,0,1,1
fx_battle_scorpion_fire,fx_battle_scorpion_fire.mp3,0.7,0,4,0.05,1,1
fx_battle_swing,fx_battle_swing.mp3,0.7,0,4,0.05,1,1
fx_bow_shoot,fx_battle_arrow.mp3,0.5,0,4,0.1,1,1
fx_bow_shoot_high,fx_battle_arrow_high.mp3,0.5,0,4,0,1,1
fx_jag_warrior_swing ,fx_tmp_jag_warrior_swing.mp3,0.7,0,4,0.2,1,1
fx_mortar_fire,fx_tmp_mortar_fire.mp3,1,0,4,0.05,1,1
fx_mace_swing,fx_tmp_swing.mp3,0.7,0,4,0,1,1
fx_sword_swing,fx_tmp_sword.mp3,0.7,0,4,0,1,1
fx_rifle_fire,fx_battle_rifle.mp3,0.7,0,4,0.05,1,1
fx_musket_fire,fx_battle_musket.mp3,0.7,0,4,0,1,1
fx_crossbow_fire,fx_tmp_crossbow_fire.mp3,0.7,0,4,0,1,1
fx_sling_swing,fx_tmp_slinger_swing.mp3,0.7,0,4,0,1,1
fx_spear_throw,fx_tmp_spear_throw.mp3,0.7,0,4,0,1,1
fx_spear_thrust,fx_tmp_swing.mp3,0.7,0,4,0,1,1
fx_machine_gun_fire,fx_battle_machine_gun.mp3,0.8,0,4,0.05,1,1
fx_pike_thrust,fx_tmp_sword.mp3,0.7,0,4,0,1,1
fx_battle_emp,fx_battle_emp.mp3,1,0,4,0,1,1
fx_rocket_launch,fx_battle_rocket_launch.mp3,0.9,0,4,0.4,1,1
fx_nuke_explode,fx_nuke_explode.mp3,1.5,0,4,0,1,1
fx_battle_rocket_launch,fx_battle_rocket_launch.mp3,0.9,0,4,0.4,1,1
fx_battle_Laser_01,fx_battle_Laser_01.mp3,1,0,4,0.4,1,1
fx_battle_tankfire_01,fx_battle_tankfire_01.mp3,0.9,0,3,0.2,1,1
fx_battle_tankfire_02,fx_battle_tankfire_02.mp3,1.5,0,4,0,1,0
fx_battle_missile_exp,fx_exp_02.mp3,0.9,0,4,0.3,1,1
fx_battle_nuke_explode,fx_battle_nuke_explode.mp3,1,0,4,0,1,1
fx_battle_boatgun_01,fx_battle_boatgun_01.mp3,3,0,4,0.2,1,1
fx_battle_destroyer,fx_battle_boatgun_01.mp3,3,0,4,0.2,1,1
fx_battle_aagun,fx_grenade_pistoleer_fire.mp3,0.4,0,4,0,1,1
fx_grenade_pistoleer_fire,fx_grenade_pistoleer_fire.mp3,0.4,0,4,0,1,1
fx_artillery_impact,fx_artillery_impact.mp3,1,0,4,0,1,1
fx_battle_scud_01,fx_battle_scud_01.mp3,1,0,4,0,1,1
fx_attack_hq9x_01,fx_attack_hq9x_01.mp3,2,0,4,0,1,1
fx_rocket_shot1,fx_wea_rockets_1.wav,1.2,0,4,0,1,1
fx_rocket_shot2,fx_wea_rockets_2.wav,1.2,0,4,0,1,1
fx_rocket_shot3,fx_wea_rockets_3.wav,1.2,0,4,0,1,1
fx_wea_fighter_mgun1_1,fx_wea_fighter_mgun1_1.wav,1.5,0,4,0,1,1
fx_wea_fighter_mgun1_2,fx_wea_fighter_mgun1_2.wav,1.5,0,4,0,1,1
fx_wea_fighter_mgun1_3,fx_wea_fighter_mgun1_3.wav,1.5,0,4,0,1,1
fx_wea_fighter_mgun1_4,fx_wea_fighter_mgun1_4.wav,1.5,0,4,0,1,1
fx_wea_fighter_mgun2_1,fx_wea_fighter_mgun2_1.wav,1.5,0,4,0,1,1
fx_wea_fighter_mgun2_2,fx_wea_fighter_mgun2_2.wav,1.5,0,4,0,1,1
fx_wea_longbow_1,fx_wea_longbow_1.wav,2.0,0,4,0,1,1
fx_wea_longbow_2,fx_wea_longbow_2.wav,2.0,0,4,0,1,1
fx_wea_longbow_3,fx_wea_longbow_3.wav,2.0,0,4,0,1,1
fx_wea_longbow_4,fx_wea_longbow_4.wav,2.0,0,4,0,1,1
fx_wea_longbow_5,fx_wea_longbow_5.wav,2.0,0,4,0,1,1
fx_wea_longbow_6,fx_wea_longbow_6.wav,2.0,0,4,0,1,1
fx_wea_crossbow_1,fx_wea_crossbow_1.wav,2.0,0,4,0,1,1
fx_wea_crossbow_2,fx_wea_crossbow_2.wav,2.0,0,4,0,1,1
fx_wea_crossbow_3,fx_wea_crossbow_3.wav,2.0,0,4,0,1,1
fx_wea_firebow_1,fx_wea_firebow_1.wav,2.0,0,4,0,1,1
fx_wea_firebow_2,fx_wea_firebow_2.wav,2.0,0,4,0,1,1
fx_wea_firebow_3,fx_wea_firebow_3.wav,2.0,0,4,0,1,1
fx_wea_firebow_4,fx_wea_firebow_4.wav,2.0,0,4,0,1,1
fx_wea_musket_1,fx_wea_musket_1.wav,1.5,0,4,0,1,1
fx_wea_musket_2,fx_wea_musket_2.wav,1.5,0,4,0,1,1
fx_wea_musket_3,fx_wea_musket_3.wav,1.5,0,4,0,1,1
fx_wea_musket_4,fx_wea_musket_4.wav,1.5,0,4,0,1,1
fx_wea_musket_5,fx_wea_musket_5.wav,1.5,0,4,0,1,1
fx_wea_musket_6,fx_wea_musket_6.wav,1.5,0,4,0,1,1
fx_wea_rifle_1,fx_wea_rifle_1.wav,1.5,0,4,0,1,1
fx_wea_rifle_2,fx_wea_rifle_2.wav,1.5,0,4,0,1,1
fx_wea_rifle_3,fx_wea_rifle_3.wav,1.5,0,4,0,1,1
fx_wea_rifle_4,fx_wea_rifle_4.wav,1.5,0,4,0,1,1
