//NAME,FILENAME,VOLUME,LOOP,MAX_INSTANCES,PITCH_VARIATION,DRY,WET
ambloop_land_01_tundra,fx_amb_arc_plains_day_1.wav,0.7,1,0,0,1,0
ambloop_land_02_tundra,fx_amb_arc_plains_night_1.wav,0.7,1,0,0,1,0
ambloop_forest_01_tundra,fx_amb_arc_forest_day_1.wav,1,1,0,0,1,0
ambloop_forest_02_tundra,fx_amb_arc_forest_night_1.wav,1,1,0,0,1,0
amb_tundra_bird_call_01,fx_amb_arc_bird_1.mp3,0.8,0,0,0,1,0
amb_tundra_bird_call_02,fx_amb_arc_bird_2.mp3,0.8,0,0,0,1,0
amb_tundra_bird_call_03,fx_amb_arc_bird_3.mp3,0.8,0,0,0,1,0
amb_tundra_bird_call_04,fx_amb_arc_bird_4.mp3,0.8,0,0,0,1,0
amb_tundra_bird_call_05,fx_amb_arc_bird_5.mp3,0.8,0,0,0,1,0
amb_tundra_crow_solo,amb_temp_crow_solo.mp3,0.8,0,0,0,1,0
amb_tundra_hawk_multiple,amb_temp_hawk_multiple.mp3,0.8,0,0,0,1,0
amb_tundra_hawk_solo,amb_temp_hawk_solo.mp3,0.8,0,0,0,1,0
amb_tundra_loon_call,amb_temp_loon_call.mp3,0.8,0,0,0,1,0

//SEA,,,,,,,
ambloop_sea_waves_01,ambloop_sea_waves_01.mp3,0.8,1,0,0,1,0
ambloop_sea_waves_02,ambloop_sea_waves_02.mp3,0.8,1,0,0,1,0
amb_sea_gulls_01,amb_sea_gullls_01.mp3,0.8,0,0,0,1,0
amb_sea_gulls_02,amb_sea_gullls_02.mp3,0.8,0,0,0,1,0
amb_sea_gulls_03,amb_sea_gullls_03.mp3,0.8,0,0,0,1,0

//WEATHER,,,,,,,
ambloop_rainlt,ambloop_rainlt.wav,1,1,0,0,1,0
ambloop_rainhv,ambloop_rainhv.wav,1,1,0,0,1,0
ambloop_snowlt,ambloop_snowlt.wav,1,1,0,0,1,0
ambloop_snowhv,ambloop_snowhv.wav,1,1,0,0,1,0
ambloop_dustlt,ambloop_dustlt.wav,1,1,0,0,1,0
ambloop_dusthv,ambloop_dusthv.wav,1,1,0,0,1,0
